,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.01940155029297,110737200.0,2.0,2.9849241328048635,91.78660799322381,79.39050382318243,62.8071354790245,107.50739535404995,29.730531783249674,83.107359568278,76.95234146118165,28.6200008392334,53.068379265787605
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,226.9803466796875,6575800.0,2.0,3.436916684629182,219.6492938147263,189.23030365841825,61.27965418258812,270.09475338095535,46.80613855018442,203.07262776692707,204.0867691040039,28.6200008392334,53.068379265787605
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,89.77214813232422,3301000.0,2.0,-0.37938104332909006,107.64885215871543,85.55383338815956,48.504825634851066,-66.27663047367803,3.142447593063417,94.80075759887696,88.41623115539551,28.6200008392334,53.068379265787605
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566666,220.72113910563448,160.9328632747366,50.92577107834638,24.220608346258853,15.932919876883014,176.4723347981771,155.6141675313314,28.6200008392334,53.068379265787605
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,116.0951919555664,2807800.0,2.0,1.2245691119649535,125.69119200640007,109.07229523725228,52.86543273085154,35.79715657870315,14.457404372847108,114.90315551757813,109.35475680033366,28.6200008392334,53.068379265787605
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.63966369628906,4754600.0,2.0,4.1867927471273845,194.8172046142015,168.81879239507583,58.10431202351277,139.94776145563694,29.225746978966207,179.95626322428384,170.72548650105793,28.6200008392334,53.068379265787605
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.065399169921875,17129500.0,2.0,0.25726297156150224,43.17673085950785,39.0200399992568,53.160551161700766,19.390074875002803,13.380576374222528,41.04964637756348,39.379302914937334,28.6200008392334,53.068379265787605
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,74.30828857421875,6379400.0,2.0,-0.9736976794176115,86.80912085701176,70.20591515373043,47.82918817088298,-92.25825530865171,9.086242134949153,78.62158533732097,76.21481208801269,28.6200008392334,53.068379265787605
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.64289093017578,11930900.0,2.0,-0.9668103751311037,126.83776730253896,106.09906894013682,49.2356944682357,-76.9427433837697,1.5594677137092343,117.24987080891927,111.01734987894694,28.6200008392334,53.068379265787605
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,179.99229431152344,2620100.0,2.0,0.5644226779540986,202.7857495311431,170.7194262501069,50.962760046164746,-35.69866610347948,3.6210869345612786,183.7917683919271,172.83907368977864,28.6200008392334,53.068379265787605
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,226.87591552734375,3677300.0,2.0,2.174390128412284,236.30782200249857,217.9504970892983,55.50969455958716,20.619489224326323,8.254305556136108,225.8508743286133,211.61587982177736,28.6200008392334,53.068379265787605
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,133.689697265625,2609500.0,2.0,-0.30511223673192944,150.25732602137748,124.22909823399364,49.99255184112468,-33.48172988968523,2.767806186602904,136.26341120402017,130.48841196695963,28.6200008392334,53.068379265787605
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,94.42754364013672,4869967.0,2.0,-1.0084628238477364,107.12320595737053,89.48428610805915,47.48970900948778,-74.24026754573251,5.476160686110965,98.34357604980468,96.94590886433919,28.6200008392334,53.068379265787605
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,52.972633361816406,14748100.0,2.0,-0.5195770450738593,58.07067747585119,50.885756392557006,48.71406869297098,-79.04191326596681,8.423667414942775,55.04763603210449,54.05457458496094,28.6200008392334,53.068379265787605
