date,A2C,DDPG,PPO,TD3,SAC,Ensemble,VNINDEX
2019-02-18,10035175850.788591,10061080925.193346,10005856222.802765,10076790833.797482,10058357543.71779,10000000000.0,10779927109.615923
2019-02-19,10035147038.064363,10066043739.787954,10005576704.749254,10078630130.707687,10062639371.919117,10000000000.0,10814129520.60555
2019-02-20,10042222805.723116,10068380067.231146,10005535468.879143,10079833783.702904,10067685480.018507,10000000000.0,10883992150.26633
2019-02-21,10054742143.325642,10086014380.550877,10007810323.27874,10097404815.211254,10087445374.940006,10000000000.0,11074516400.336418
2019-02-22,10057931582.698515,10081936124.23509,10007634809.946716,10094970045.644497,10086459709.194937,10000000000.0,11089543033.361368
2019-02-25,10061590135.444588,10096995156.446497,10009104518.197237,10106629922.05629,10095286471.658451,10000000000.0,11151443790.29997
2019-02-26,10046352701.995975,10091910641.677483,10007511829.326345,10100059805.041016,10080831184.798286,10000000000.0,11068797308.66274
2019-02-27,10055464444.46943,10094651593.515577,10007893434.052923,10102774595.176119,10088963907.737757,10000000000.0,11104793944.491169
2019-02-28,10028541079.70418,10068931717.351109,10004698780.484035,10074526849.892311,10054072251.803984,10000000000.0,10826689094.477152
2019-03-01,10033714737.639791,10079421906.118538,10005691301.384844,10090589063.532337,10065985739.826015,10000000000.0,10985477992.710962
2019-03-04,10052267863.557987,10096242667.502605,10007576670.640232,10115918964.450102,10087696780.306314,10000000000.0,11146509671.993273
2019-03-05,10053429868.883137,10097148408.79393,10006983306.025154,10114665904.537865,10085088626.112799,10000000000.0,11129240257.91982
2019-03-06,10052520853.038637,10102588978.123138,10007088649.461752,10121741360.91545,10084442607.76643,10000000000.0,11152116624.614523
2019-03-07,10042415627.592,10106583640.457111,10005756930.529625,10123060548.712597,10083386643.757133,10000000000.0,11146958228.202972
2019-03-08,10025572188.536789,10096646317.194803,10003835235.69981,10109057368.930574,10062953670.064795,10000000000.0,11048500140.173817
2019-03-11,10029166466.707869,10096958972.256046,10004486410.71519,10108002036.441164,10066302064.48686,10000000000.0,11041211101.766191
2019-03-12,10038298609.927898,10108884760.580006,10005741058.928623,10128935247.891771,10079291912.30323,10000000000.0,11228707597.420801
2019-03-13,10040446839.872665,10112798503.032671,10005786325.522423,10125521119.20447,10077557617.584318,10000000000.0,11274572469.862629
2019-03-14,10036476078.998705,10124270374.72755,10005393857.945087,10137034251.496801,10083127160.615065,10000000000.0,11308550602.747408
2019-03-15,10036247482.439003,10110923660.773687,10004499324.406315,10124549155.318375,10077038312.939999,10000000000.0,11260106532.099802
2019-03-18,10032645241.190046,10124078271.252548,10004414183.420841,10136667660.157427,10092784837.195335,10000000000.0,11346902158.67676
2019-03-19,10028210840.186182,10117725731.212513,10003300384.45116,10130319264.45762,10086672223.8537,10000000000.0,11287804878.048782
2019-03-20,10041054831.25331,10105923077.347172,10003122392.662523,10117561411.277405,10089720901.198727,10000000000.0,11239697224.55845
2019-03-21,10011290576.102732,10077468098.379639,9998995032.510122,10075907549.051382,10049374203.513031,10000000000.0,11009587888.982338
2019-03-22,10014319180.059301,10086537787.678814,9999587928.430183,10086079878.384079,10060122622.638752,10000000000.0,11087300252.312868
2019-03-25,10004156809.92468,10047691486.297758,9996352427.49595,10035049675.59836,10031561122.302937,10000000000.0,10878273058.592655
2019-03-26,10006447174.078783,10049504327.35264,9997484009.688887,10042441588.071281,10031299735.79603,10000000000.0,10875133165.124756
2019-03-27,10012559602.85596,10058157373.622213,9998776255.402966,10054301036.056776,10034714680.880459,10000000000.0,10943762265.208858
2019-03-28,10009126959.578104,10071552619.471752,9998347648.697563,10070953318.849548,10041661433.763138,10000000000.0,11023044575.27334
2019-03-29,10003077250.155357,10072630491.607233,9998046754.501635,10072998303.655098,10041673539.219221,10000000000.0,10998149705.634987
2019-04-01,10017891832.397007,10093672731.48611,10001445315.263447,10100745183.726719,10062211359.59979,10000000000.0,11085281749.369219
2019-04-02,10014470323.162539,10090762801.297016,10001752320.063923,10098051622.588087,10061767219.033054,10000000000.0,11054779927.109615
2019-04-03,10007801149.111881,10080043003.392744,10001669084.240206,10097874365.37858,10055813162.167234,10000000000.0,11039641155.03224
2019-04-04,10012723131.508015,10084368964.932901,10001743109.99015,10104857444.500954,10056382513.991394,10000000000.0,11067115222.876368
2019-04-05,10008335461.206295,10092768798.851442,10003043921.05458,10120080607.592966,10054333649.125757,10000000000.0,11093467900.196243
2019-04-08,10021035074.168262,10107808726.76784,10004672837.857733,10143373423.946547,10070280270.777534,10000000000.0,11186543313.709
2019-04-09,10012116288.751778,10086458179.542717,10001990741.50142,10107572554.727076,10035790016.344357,9999447909.941154,11084721054.107094
2019-04-10,10003663926.929262,10063782094.6964,10000432196.114101,10085849682.942402,10027179976.835798,9998909022.336843,11011045696.663864
2019-04-11,10000324190.770386,10085483824.7276,10000826771.781393,10103185067.787687,10043563951.144688,9999469835.589392,11056349873.843567
2019-04-12,9991262628.949306,10070921468.278494,10001088554.47104,10099550183.751947,10039651518.61479,9999013183.478563,11022147462.85394
2019-04-16,9984601629.232552,10064004021.097126,10000390193.418896,10090449052.290277,10033467033.397581,9998149509.879423,10957891785.81441
2019-04-17,9975110887.693413,10044214070.893284,9998883312.794239,10070381228.121162,10004494011.60536,9995878440.318071,10901037286.234932
2019-04-18,9967444414.78125,10017925775.050076,9996206679.303211,10040709515.28462,9989975687.211142,9993417693.94674,10791141014.858423
2019-04-19,9959729387.540615,10035084731.559814,9996616258.863491,10057222262.923615,9987131053.550846,9994744806.261726,10834987384.356602
2019-04-22,9930056070.129103,10039701267.643864,9994060539.725914,10064640503.7259,9978556664.385176,9995628393.6426,10831062517.521729
2019-04-23,9929952361.212828,10045245252.91273,9992581226.405468,10071970841.035324,9977183599.683334,9997033607.26994,10855060274.740677
2019-04-24,9947475385.328545,10067200434.407242,9995091713.316235,10093994353.90859,10007610024.35191,10000600763.54891,10955088309.503784
2019-04-25,9935806153.05241,10055796977.647305,9994202999.0297,10085239669.249619,10003086704.582949,9999093642.928398,10923801513.877207
2019-04-26,9932366438.205742,10055037925.932491,9994624954.451033,10089695005.961504,10007925804.774023,9999847455.420538,10985590131.763388
2019-05-02,9889361048.809185,10059794871.791128,9995869083.41969,10102220884.575205,10009483209.21848,9998857510.703892,10972806279.786936
2019-05-03,9857161902.82896,10052791011.50577,9995810680.839075,10093228388.717693,10007010570.115158,9996638168.741743,10923913652.929634
2019-05-06,9809777543.879068,10025986722.563053,9989832608.904743,10044311584.33218,9978261478.039207,9988707215.460949,10742584805.158398
2019-05-07,9845868050.431633,10030459409.228878,9990511223.311073,10057968432.893768,9988027474.19027,9989216601.894722,10737987104.00897
2019-05-08,9827851514.586037,10033142786.598183,9989521314.403013,10062761965.962833,9982884219.4427,9988085676.204803,10666890944.771517
2019-05-09,9808502919.228333,10039947006.460215,9990344999.916033,10057416319.444807,9976158477.02099,9988925448.5386,10619680403.700588
2019-05-10,9825493504.775673,10047133875.33866,9992996075.590113,10067485036.581543,9994299226.2431,9991318660.06479,10681805438.744043
2019-05-13,9869720703.752096,10049007470.195173,9995364824.1836,10067648287.58665,10019090602.544052,9991767107.052565,10748976731.146622
2019-05-14,9896345148.15196,10055627277.21299,9997273670.352423,10088520326.168957,10036843785.043999,9996022987.59315,10825231286.795628
2019-05-15,9910054720.154175,10089345694.197693,9998848478.634048,10123953763.47576,10060227182.315952,10004552955.528313,10940734510.793385
2019-05-16,9908127620.364914,10101295169.894468,9998504041.520199,10133414946.117622,10081037285.619974,10008752146.23824,10941295206.05551
2019-05-17,9903672619.711254,10092047190.148514,9997961780.542562,10130421158.946882,10072888737.362965,10007827874.763014,10950154191.197086
2019-05-20,9924536765.187456,10126555275.781536,10002638769.533497,10178563119.996677,10099059272.743158,10016377908.120852,11069582282.029716
2019-05-21,9904834862.795721,10146399013.711838,10001061601.427778,10196704296.377424,10071379794.029366,10014319222.787275,11060162601.626017
2019-05-22,9887089869.587143,10130442548.706085,9998406512.567688,10171134805.710152,10058865064.053726,10012119808.58897,11032015699.467339
2019-05-23,9885940062.201168,10130792992.974758,9998560538.627243,10172136555.148964,10057806736.584255,10012978521.416664,11020016820.857862
2019-05-24,9855759842.293125,10076368959.562912,9993571906.775248,10103268131.37358,10015857534.915937,9997282837.112991,10877824502.382956
2019-05-27,9869244054.459694,10091201966.869175,9996587849.749733,10120111001.328182,10036417210.181566,9999352152.288515,10935127558.172132
2019-05-28,9861355939.191025,10069137882.28643,9994573947.516356,10099741841.01057,10017032236.879648,9998589194.055977,10899915895.710682
2019-05-29,9869858954.547766,10081919023.115639,9994253291.022295,10095663891.173939,10031256768.990837,9998087298.648647,10894757499.29913
2019-05-30,9865940994.784187,10072756672.083998,9992884568.816658,10092334085.25271,10017986446.050362,9998281741.664885,10870086907.76563
2019-05-31,9838784576.150091,10054716792.916746,9988731894.155167,10060334421.581238,9984276574.791363,9984532092.75189,10764003364.171572
2019-06-03,9815890590.598717,10032372878.197859,9983694874.529755,10019485882.788534,9951253778.340199,9973659535.747696,10613624894.869638
2019-06-04,9824893628.297087,10037370722.69196,9984866148.065197,10028263667.8476,9952365320.449469,9975553112.360476,10666218110.456966
2019-06-05,9828854430.43178,10046158400.259003,9985590363.571672,10037255958.277534,9968153789.70474,9978204087.83115,10669021586.767591
2019-06-06,9817262195.947067,10042404043.631994,9984773935.690292,10041154357.122858,9952319939.953066,9976393470.44369,10633137089.991589
2019-06-07,9833061870.766138,10067946699.04161,9988125547.841852,10084713601.57451,9983025092.365204,9989808261.01368,10746061115.783571
2019-06-10,9843872390.003626,10088692049.723404,9988996153.93871,10103705227.901403,9996590808.85758,9996882232.999432,10797869358.003923
2019-06-11,9831938681.594788,10083614499.486805,9985842693.716099,10093249905.712757,9981328797.737804,9996948450.165577,10788561816.65265
2019-06-12,9832311298.475254,10054859501.141865,9984297689.669056,10055192347.862158,9963032701.917156,9984328886.112492,10699971965.236895
2019-06-13,9812099777.342712,10046035249.11456,9981971613.496433,10044644065.278265,9941650019.557894,9981853844.911348,10654107092.795067
2019-06-14,9815609785.049032,10052689209.960608,9981417538.00015,10054594932.849182,9944536220.6696,9988075160.923431,10693692178.301092
2019-06-17,9816232963.830471,10035192528.686882,9979977997.43094,10031461757.494917,9927258076.883688,9980897097.16319,10619007569.386038
2019-06-18,9808005990.987797,10024154507.67387,9978075956.060152,10018643746.023914,9918708813.183817,9981791444.637,10586038687.973087
2019-06-19,9812401800.271408,10054623562.738836,9980733733.167482,10062513988.492424,9959573315.24685,9997735194.814394,10649733669.750492
2019-06-20,9825085464.68314,10076566255.546764,9982051701.174873,10095065219.88775,9973492473.195734,10013573654.391151,10756153630.501822
2019-06-21,9834042814.23368,10069931335.606064,9985637987.719183,10085462388.851046,9973909488.23392,10006553768.683027,10756377908.606674
2019-06-24,9826321428.963596,10108421830.86758,9983427441.73789,10120361394.468643,9970891241.565735,10021758673.736588,10797308662.7418
