date,ensemble
2019-09-13,10093108300.144403
2019-09-16,10113225975.798672
2019-09-17,10131155160.15038
2019-09-18,10116658271.142977
2019-09-19,10124977783.029436
2019-09-20,10107052390.7679
2019-09-23,10083524666.047504
2019-09-24,10099633425.22535
2019-09-25,10109717677.74297
2019-09-26,10117189233.712933
2019-09-27,10140329242.958664
2019-09-30,10129278094.17944
2019-10-01,10139758148.5273
2019-10-02,10118473352.332071
2019-10-03,10115382325.831648
2019-10-04,10105231502.082617
2019-10-07,10085957691.217402
2019-10-08,10108505478.5974
2019-10-09,10105967352.139542
2019-10-10,10104862023.362812
2019-10-11,10111130810.490925
2019-10-14,10112320664.431704
2019-10-15,10114203845.433985
2019-10-16,10114310827.24337
2019-10-17,10101477187.177431
2019-10-18,10097649812.017937
2019-10-21,10078108153.180763
2019-10-22,10094525884.005983
2019-10-23,10089294766.536352
2019-10-24,10123568437.080725
2019-10-25,10138901046.921196
2019-10-28,10136921231.442726
2019-10-29,10122779729.367502
2019-10-30,10131306231.963886
2019-10-31,10111987668.03992
2019-11-01,10125862721.815918
2019-11-04,10164098319.975727
2019-11-05,10169149894.794613
2019-11-06,10171949137.356932
2019-11-07,10178551132.162188
2019-11-08,10175165935.856997
2019-11-11,10170209766.413418
2019-11-12,10171271813.706238
2019-11-13,10149044719.382929
2019-11-14,10145832673.03347
2019-11-15,10134306097.604937
2019-11-18,10110429027.363651
2019-11-19,10141280423.9688
2019-11-20,10121236379.87912
2019-11-21,10095639941.692848
2019-11-22,10061152380.963505
2019-11-25,10046664674.838177
2019-11-26,10052414072.954546
2019-11-27,10062348791.362148
2019-11-28,10043677990.842972
2019-11-29,10045194820.095287
2019-12-02,10008703265.90137
2019-12-03,9992821840.332516
2019-12-04,10030368798.673147
2019-12-05,10023271346.798326
2019-12-06,10022638651.73364
2019-12-09,10026490940.462118
2019-12-10,10021335335.628056
2019-12-11,10031119553.80838
2019-12-12,10055787544.343664
2019-12-13,10052985551.863808
2019-12-16,10048038583.903664
2019-12-17,10025786985.660551
2019-12-18,10035012006.625795
2019-12-19,10044541420.172352
2019-12-20,10047524200.909037
2019-12-23,10047845861.390997
2019-12-24,10055444581.314926
2019-12-25,10054139459.2046
2019-12-26,10057696728.690308
2019-12-27,10069914698.887976
2019-12-30,10074893289.506914
2019-12-31,10067007578.476503
2020-01-02,10073979179.31773
2020-01-03,10069239276.335775
2020-01-06,10064940762.395777
2020-01-07,10068672248.694382
2020-01-08,10046448576.731112
2020-01-09,10053950884.197012
2020-01-10,10060367520.247858
2020-01-13,10048880455.323969
2020-01-14,10046369410.641926
2020-01-15,10043773711.709358
2020-01-16,10050723586.37552
2020-01-17,10063419214.528202
2020-01-20,10061341783.92202
2020-01-21,10078560809.408752
2020-01-22,10085103117.653332
2020-01-30,10013448606.284325
2020-01-31,9934664501.024565
2020-02-03,9931925402.52006
2020-02-04,9931975554.240677
2020-02-05,9931961700.219454
2020-02-06,9933313310.992174
2020-02-07,9932553645.827593
2020-02-10,9931515928.76914
2020-02-11,9932636712.490229
2020-02-12,9933545108.305649
2020-02-13,9934732388.048658
2020-02-14,9932809561.582012
2020-02-17,9930576925.796164
2020-02-18,9928382165.581532
2020-02-19,9929577796.623924
2020-02-20,9936279682.634356
2020-02-21,9933006640.95268
2020-02-24,9919843252.325115
2020-02-25,9924773155.6624
2020-02-26,9921759124.558336
2020-02-27,9924536177.89142
2020-02-28,9918754499.83999
2020-03-02,9918040822.99191
2020-03-03,9918167940.96014
2020-03-04,9918253162.599344
2020-03-05,9917957263.486015
2020-03-06,9917137976.211914
2020-03-09,9909053244.75616
2020-03-10,9908877922.60666
2020-03-11,9908877922.60666
2020-03-12,9908877922.60666
2020-03-13,9908877922.60666
2020-03-16,9908877922.60666
2020-03-17,9908877922.60666
2020-03-18,9908877922.60666
2020-03-19,9908556521.26396
2020-03-20,9908524971.457376
2020-03-23,9908524971.457376
2020-03-24,9907946477.257671
2020-03-25,9907918521.10819
2020-03-26,9907918521.10819
