account_rewards,date
552424.459690094,2021-01-06
462097.224773407,2021-01-07
621795.3031826019,2021-01-08
1635168.0974311829,2021-01-11
402445.51128959656,2021-01-12
3675967.8857574463,2021-01-13
3232259.8162555695,2021-01-14
1163603.0244121552,2021-01-15
-7572628.115060806,2021-01-18
-676117.4386482239,2021-01-19
6636748.319890976,2021-01-20
1592182.4648666382,2021-01-21
755079.8531475067,2021-01-22
-13036207.046541214,2021-01-25
-14098747.077655792,2021-01-26
-15066465.805307388,2021-01-27
8333760.598899841,2021-01-28
-373914.9169178009,2021-01-29
0.0,2021-02-01
1118379.3762454987,2021-02-02
-230828.75998306274,2021-02-03
1432954.8552379608,2021-02-04
-1523751.712644577,2021-02-05
2444039.600906372,2021-02-08
4580618.177700043,2021-02-09
1421248.4258270264,2021-02-17
-1168663.58070755,2021-02-18
-703643.6115951538,2021-02-19
-45414.3450050354,2021-02-22
-1530536.8628902435,2021-02-23
188884.27552223206,2021-02-24
1353547.560409546,2021-02-25
5146705.185569763,2021-02-26
-269721.7194862366,2021-03-01
-426687.8571071625,2021-03-02
-6754872.1170806885,2021-03-03
1156131.7982254028,2021-03-04
4805026.116569519,2021-03-05
-1323392.2680625916,2021-03-08
-429656.3805465698,2021-03-09
7647124.504566193,2021-03-10
2219034.2664585114,2021-03-11
-10916.75892829895,2021-03-12
-3063022.238681793,2021-03-15
2671229.586675644,2021-03-16
5400923.183134079,2021-03-17
4505039.640651703,2021-03-18
-2282005.3804950714,2021-03-19
-2565238.6240081787,2021-03-22
-12584002.82180214,2021-03-23
-1985563.3705329895,2021-03-24
-1273031.0110740662,2021-03-25
5838639.663339615,2021-03-26
11240930.823532104,2021-03-29
85453.46352005005,2021-03-30
20964957.51702881,2021-03-31
9283293.204378128,2021-04-01
11874078.435663223,2021-04-02
-1432391.5888576508,2021-04-05
5758168.717079163,2021-04-06
3155176.9910697937,2021-04-07
3181383.457517624,2021-04-08
