account_value,date,daily_return
9911180135.698132,2020-04-10,
9912356236.54969,2020-04-13,0.00011866405770621924
9912769480.641506,2020-04-14,4.1689794227917076e-05
9913472481.067171,2020-04-15,7.091866980646344e-05
9913276521.942072,2020-04-16,-1.976695103289572e-05
9914839948.726698,2020-04-17,0.00015771039788559094
9915451912.874569,2020-04-20,6.172203999610382e-05
9908993922.492374,2020-04-21,-0.0006513057033546987
9909976685.725363,2020-04-22,9.917891167110504e-05
9910557576.1091,2020-04-23,5.86167255645087e-05
9911844826.401972,2020-04-24,0.00012988676802350163
9910101783.267954,2020-04-27,-0.00017585456234903152
9909683729.104496,2020-04-28,-4.218464881600159e-05
9910363080.769142,2020-04-29,6.855432355035163e-05
9908529280.194204,2020-05-04,-0.00018503868728036998
9909858650.688374,2020-05-05,0.00013416425955625755
9913429982.865782,2020-05-06,0.00036038174743890927
9915239978.930937,2020-05-07,0.00018258020365125027
9917962982.712387,2020-05-08,0.000274628126725851
9920375887.245401,2020-05-11,0.0002432863015540132
9922249582.83142,2020-05-12,0.00018887344666329575
9922715610.451672,2020-05-13,4.696793971570301e-05
9923231289.442848,2020-05-14,5.1969542554708426e-05
9921081046.134653,2020-05-15,-0.0002166878152364271
9922325867.771292,2020-05-18,0.00012547237854931836
9924523908.955318,2020-05-19,0.0002215247930090758
9926036090.25738,2020-05-20,0.0001523681454076442
9928712340.8323,2020-05-21,0.00026961926700508343
9924905689.283634,2020-05-22,-0.0003833983116834361
9927383263.792692,2020-05-25,0.00024963204554517837
9931459351.773724,2020-05-26,0.00041059037137181065
9927423863.176775,2020-05-27,-0.00040633389857536173
9927618480.409946,2020-05-28,1.9604001587403275e-05
9928332227.381542,2020-05-29,7.189508470784034e-05
9932527518.115866,2020-06-01,0.0004225574485463568
9931577499.46813,2020-06-02,-9.564722030752648e-05
9933894369.826044,2020-06-03,0.0002332832179015032
9934533178.88968,2020-06-04,6.430600526385888e-05
9935561005.960508,2020-06-05,0.00010346002699068713
9941793687.7629,2020-06-08,0.0006273105060350392
9943420039.84674,2020-06-09,0.0001635873902556817
9944262641.413128,2020-06-10,8.473961303168132e-05
9930903114.921417,2020-06-11,-0.0013434406323978854
9928468639.385807,2020-06-12,-0.0002451414043050937
9928018554.981462,2020-06-15,-4.533271148776663e-05
9928469188.587893,2020-06-16,4.5390085034124894e-05
9927901900.123543,2020-06-17,-5.713755600933457e-05
9927615235.900658,2020-06-18,-2.8874602687412043e-05
9928716400.979733,2020-06-19,0.00011091939533391937
9928544818.725504,2020-06-22,-1.7281413558278835e-05
9927944620.292984,2020-06-23,-6.045180270408679e-05
9927455212.841616,2020-06-24,-4.929594896896372e-05
9927059102.1413,2020-06-25,-3.9900527559533217e-05
9925829692.971668,2020-06-26,-0.00012384424802780458
9923001423.321375,2020-06-29,-0.0002849403765506908
9922245975.196554,2020-06-30,-7.61310104264723e-05
9924903792.813242,2020-07-01,0.00026786451609162043
9924431137.115395,2020-07-02,-4.762320196893821e-05
9925001310.333132,2020-07-03,5.745147604518941e-05
9926536812.148111,2020-07-06,0.0001547104899000118
9926152808.519514,2020-07-07,-3.868455191013975e-05
9926005809.568224,2020-07-08,-1.480925733521321e-05
9927114058.477688,2020-07-09,0.0001116510438061713
