account_value,date,daily_return
10782104761.527863,2021-10-12,
10777267849.13544,2021-10-13,-0.00044860558299164577
10778979078.690483,2021-10-14,0.00015878138865965674
10763615274.140202,2021-10-15,-0.0014253487680160326
10804177282.3734,2021-10-18,0.0037684372025679203
10789479639.440536,2021-10-19,-0.0013603666941712778
10802192871.700441,2021-10-20,0.0011782989249482512
10779045077.371637,2021-10-21,-0.0021428791916358048
10806769991.8955,2021-10-22,0.002572112309101149
10799140807.859047,2021-10-25,-0.0007059633953692135
10796502344.950214,2021-10-26,-0.0002443215581476865
10912404348.691715,2021-10-27,0.010735143663976654
10942572209.333979,2021-10-28,0.0027645475440873923
10943269088.94467,2021-10-29,6.36851735917876e-05
10866168133.270775,2021-11-01,-0.007045514009317855
10909082061.386583,2021-11-02,0.0039493156731498225
10861729374.702728,2021-11-03,-0.004340666466472243
10870316617.416203,2021-11-04,0.0007905962685348378
10902254389.416492,2021-11-05,0.0029380719186338222
10949329004.152954,2021-11-08,0.004317878950078402
10930414764.57279,2021-11-09,-0.0017274336694961256
10930720780.786856,2021-11-10,2.799676139075835e-05
10930772162.055534,2021-11-11,4.700629510967502e-06
10966492828.60222,2021-11-12,0.0032678996522024217
10992986649.665668,2021-11-15,0.002415888240436148
10969227836.316366,2021-11-16,-0.0021612700994251277
10976386402.531109,2021-11-17,0.0006526043876162735
10939755646.848948,2021-11-18,-0.003337232704719195
10878669013.241201,2021-11-19,-0.005583912070772912
10831877797.278015,2021-11-22,-0.004301189410784834
10935393752.662735,2021-11-23,0.009556602956759086
10975143463.573519,2021-11-24,0.0036349592716864443
11027841656.853992,2021-11-25,0.004801594936355791
11031587147.26756,2021-11-26,0.00033963948069914984
11056687390.527128,2021-11-29,0.0022753066194818317
11069868561.670376,2021-11-30,0.0011921446883396136
11085833776.226856,2021-12-01,0.001442222594381981
11088742113.960602,2021-12-02,0.00026234722551787826
11003999379.274769,2021-12-03,-0.00764223153671717
10960911284.03774,2021-12-06,-0.003915675905814875
11055217911.6142,2021-12-07,0.008603903921182043
11054699162.710136,2021-12-08,-4.692344449575003e-05
11128190798.337704,2021-12-09,0.006647999601424814
11091281374.448574,2021-12-10,-0.0033167497356931808
11136379501.102081,2021-12-13,0.004066088049790251
11095144563.219654,2021-12-14,-0.0037027238411142527
11089490792.192236,2021-12-15,-0.000509571641469253
11119271947.58257,2021-12-16,0.0026855295656407208
11123014826.120913,2021-12-17,0.0003366118353780312
11115790320.561827,2021-12-20,-0.0006495096583095661
11153949005.191391,2021-12-21,0.0034328359504027794
11177494617.490948,2021-12-22,0.002110966464755837
11147835978.25019,2021-12-23,-0.0026534246050403665
11166724923.124226,2021-12-24,0.0016944046280271685
11197044402.361372,2021-12-27,0.002715163080122096
11206461671.151833,2021-12-28,0.0008410495173596377
11188994871.813591,2021-12-29,-0.001558636423413251
11199229709.039116,2021-12-30,0.0009147235603179649
11180219753.596748,2021-12-31,-0.0016974341929092418
11256883681.050716,2022-01-04,0.00685710380865312
11212314707.409618,2022-01-05,-0.003959263940527591
11208496186.65859,2022-01-06,-0.00034056489232370257
11201859363.217152,2022-01-07,-0.0005921243430798695
