date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2021-10-12,0,0,0,-85,94,23,-47,39,0,0,32,0,15,73,-40,-100,-51,0,-80,-100,34,-15,0,0,-61,14,0,0,-28,47
2021-10-13,100,0,71,2,100,6,-7,-39,92,0,86,0,-15,-73,-30,-7,100,81,-49,27,-100,69,54,100,90,-14,100,72,100,-30
2021-10-14,34,43,36,-94,58,-72,97,92,19,0,-100,31,0,0,-24,100,100,100,100,100,-73,27,100,100,-11,0,100,-72,-44,33
2021-10-15,100,89,-100,2,25,100,-48,-92,-33,59,33,-31,0,0,-100,-79,-8,34,-100,-28,27,31,55,7,-100,33,83,100,8,56
2021-10-18,-81,-86,-7,36,-53,-100,61,0,-28,-52,45,36,0,0,100,-100,82,-16,64,-100,-46,100,-100,-50,-84,71,40,-100,-5,-100
2021-10-19,-63,-46,0,40,-40,-100,-9,0,-50,-7,-53,-36,16,57,94,-100,51,-52,84,9,-100,-7,-100,-88,-55,42,-100,0,53,89
2021-10-20,-59,73,0,100,24,58,100,100,0,0,7,12,0,-57,44,84,100,-23,-22,7,100,-70,-9,100,-45,-100,-17,0,-84,-37
2021-10-21,-31,-73,100,-20,-62,-100,-97,-91,11,0,46,57,75,82,-100,19,22,18,-78,-100,-100,-19,0,-100,-7,-46,79,0,-14,-58
2021-10-22,100,0,41,-44,67,100,-99,-9,59,0,-67,79,-63,-82,-74,-12,100,-87,41,-30,-45,-70,36,61,32,0,100,80,-100,100
2021-10-25,75,22,72,15,26,72,100,70,-29,0,-29,29,-25,52,-87,28,-35,100,-56,-64,-93,-75,100,-44,99,71,-100,-80,100,-44
2021-10-26,-100,-22,49,2,100,100,-100,-35,54,0,0,32,-3,-52,-60,-100,-17,14,4,-73,-68,-47,7,35,-78,-71,-21,0,-1,100
2021-10-27,45,81,-66,-21,31,-24,-100,90,100,36,0,46,0,0,-76,100,-96,100,66,100,10,6,30,-100,-8,0,-100,69,33,-20
2021-10-28,-66,100,-57,75,4,62,94,-62,-68,100,0,100,0,0,100,100,100,77,32,-45,-87,-100,61,-21,65,56,100,-35,1,24
2021-10-29,100,-100,-91,100,-53,-44,-100,46,12,-91,100,10,0,54,-96,100,100,4,51,-25,73,-100,47,0,-25,-56,-100,31,49,100
2021-11-01,-38,18,-48,88,100,100,-100,-7,-100,100,0,-78,100,-54,100,46,-100,-45,-2,100,-36,-17,36,0,58,29,-94,61,-2,-3
2021-11-02,-30,71,100,11,42,32,76,29,0,-100,70,79,39,93,-100,-68,7,100,100,-3,-100,42,74,100,-34,100,11,30,-86,-67
2021-11-03,-40,-57,100,100,100,-21,-100,-1,22,-45,72,-100,-100,-93,-84,39,-11,100,-100,-42,100,100,81,100,-17,-8,100,28,-100,-50
2021-11-04,100,-100,-11,100,69,-100,-89,13,23,0,86,-37,-39,0,100,100,-84,100,54,-100,100,-100,-19,-85,38,-100,100,-73,-100,100
2021-11-05,90,-13,100,100,100,25,-100,100,43,0,-100,61,0,35,-30,-42,-22,12,91,-61,60,46,-46,-25,56,-21,-23,54,-40,-100
2021-11-08,100,0,11,100,-19,-40,-99,-100,73,17,-96,18,49,-28,-17,-83,-24,100,35,100,2,18,100,-43,-74,0,100,-95,-67,56
2021-11-09,11,0,-100,-28,73,100,-100,-43,100,-17,100,100,59,-7,-89,95,-100,-69,-17,52,-95,20,3,55,14,0,-41,10,-2,-81
2021-11-10,23,0,-88,-100,-32,-100,-28,63,28,24,-70,65,72,0,-35,-64,100,26,-100,31,-38,91,79,0,-100,100,63,6,-100,5
2021-11-11,65,61,-4,-69,21,20,-90,89,9,30,100,-27,-98,0,100,-59,-82,100,29,57,21,100,-69,100,58,100,63,74,-5,78
2021-11-12,-17,100,100,50,-1,-100,10,31,-47,76,56,-100,100,27,-11,-89,100,100,-68,-100,-100,-17,100,36,-100,-100,-71,100,39,100
2021-11-15,74,30,43,12,57,0,-85,63,37,9,100,28,-100,-27,100,-10,-91,-85,-26,-100,-65,-70,4,90,-8,100,-51,-57,-100,100
2021-11-16,100,17,100,18,-100,100,-100,100,37,-83,100,-25,100,0,-100,-100,-96,52,-20,100,38,1,100,-19,-66,-100,17,100,30,61
2021-11-17,67,-100,100,17,16,-20,-81,81,-40,79,71,57,70,0,69,-100,-35,-57,-47,-76,7,98,100,48,100,-100,33,-12,-70,3
2021-11-18,100,-6,100,-100,22,58,-78,-45,35,-99,75,-99,6,0,57,-14,-30,-69,100,100,-29,-100,68,-12,-28,53,-100,-8,-89,-96
2021-11-19,100,-29,-100,3,-43,98,-84,-45,19,-6,100,-31,-100,0,100,-9,32,69,-32,-18,-52,76,96,100,61,34,-70,100,-100,1
2021-11-22,59,-73,40,52,41,14,-100,-62,100,-21,100,58,100,0,-100,28,-18,22,100,100,100,100,64,33,55,-87,-56,-100,-100,-37
2021-11-23,0,0,-59,-100,57,-100,-35,51,22,-9,100,62,81,26,-100,-82,-100,100,48,-100,19,100,100,-100,25,99,-25,-83,99,-96
