date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2021-11-24,100,100,-65,-100,-73,-100,-14,100,-32,0,100,32,81,91,-100,-75,0,100,-28,16,-100,78,-62,7,-86,-24,100,-55,51,-100
2021-11-25,100,2,-73,28,-100,100,-100,87,5,0,50,-27,56,-52,15,-100,-28,100,32,-100,55,-62,-1,-72,-100,-75,100,-31,100,100
2021-11-26,86,-28,77,-52,11,-100,49,100,-15,0,91,-61,81,67,-4,-52,-100,-7,-100,-21,-33,-100,-100,3,-47,55,-25,-100,60,-76
2021-11-29,0,26,15,-100,23,25,100,-23,48,0,100,-100,74,-41,93,38,-100,26,100,56,-80,18,-21,-71,-100,-38,-26,-14,-100,-57
2021-11-30,100,-71,-68,77,-100,77,74,100,59,0,23,100,20,-8,-100,-100,-100,100,44,-100,100,100,100,15,-86,18,49,0,85,-11
2021-12-01,100,-29,42,-37,100,62,100,100,60,0,-2,13,-35,-51,-100,32,100,35,-68,64,-53,100,63,72,16,-35,16,66,52,-72
2021-12-02,12,16,-90,100,-43,-100,-41,-51,-51,0,-100,-29,100,-32,100,-100,-78,-100,-94,60,100,-100,80,-32,-48,0,2,-66,-31,55
2021-12-03,-87,-16,-94,100,100,11,-67,-74,4,0,-100,-22,-85,0,100,-46,11,-45,-55,-100,-1,-36,100,-100,-29,0,-21,0,-29,96
2021-12-06,-50,87,-67,-72,49,-44,100,-90,-100,4,35,-38,-50,0,18,-8,18,-13,63,15,15,-100,44,-100,52,27,13,73,100,100
2021-12-07,-100,4,-100,-71,-36,-100,-100,-11,100,100,100,-76,70,0,-70,-66,51,-100,30,85,100,54,-52,-59,100,-27,-100,100,41,100
2021-12-08,99,-3,-9,-95,-25,-70,1,61,-92,42,49,-41,-100,25,-59,-33,100,100,-87,53,47,100,-32,58,100,0,78,-59,51,-80
2021-12-09,89,-3,1,100,100,-100,30,75,22,32,-85,-69,-100,-25,-100,-59,100,-100,-44,68,-100,-100,-85,100,-100,100,100,71,-100,73
2021-12-10,100,-85,-1,100,-100,93,-100,-100,-3,56,31,27,-100,39,-15,-66,-2,83,-100,-13,-24,37,-59,46,100,-70,46,-45,53,84
2021-12-13,100,0,0,56,55,52,-100,35,100,100,100,55,17,-39,-37,-100,100,40,-100,44,100,36,22,-24,65,100,10,-22,-100,-100
2021-12-14,-11,0,0,80,-59,-57,100,100,-2,92,100,-47,12,0,-53,-68,100,100,5,10,78,39,68,-100,88,51,0,-46,10,100
2021-12-15,100,0,0,100,24,-70,43,100,0,-100,15,-100,-58,0,61,13,100,100,9,-21,-99,-100,82,-41,-70,6,100,0,-29,-100
2021-12-16,-100,0,0,12,15,-16,73,-94,-58,100,100,-13,-100,0,4,-26,100,98,-99,100,100,4,62,-38,49,-25,100,40,35,56
2021-12-17,-100,0,0,-54,100,-56,-100,0,-90,-100,-15,63,100,25,-52,41,100,18,-12,100,100,-65,100,54,5,0,100,-76,100,0
2021-12-20,-20,23,0,27,-22,-25,-48,-27,39,37,-100,-63,-11,-25,100,-42,100,-1,-67,58,-100,100,-70,74,64,15,100,-36,-100,100
2021-12-21,-100,47,0,99,-32,-14,11,51,22,-59,-47,100,97,0,83,88,-100,-12,25,50,-100,-74,99,35,-93,37,100,0,10,-65
2021-12-22,100,-70,0,21,-23,52,-22,69,-1,100,-57,-28,100,0,94,-51,100,100,14,100,-44,-30,75,100,-66,-56,29,0,-56,-55
2021-12-23,100,85,0,-98,-16,-100,-100,-100,23,-100,78,-72,-16,0,-100,-43,100,-81,-67,-100,15,-42,-100,-46,21,19,100,0,100,0
2021-12-24,100,0,21,100,-23,-100,45,100,-74,-63,36,0,22,0,-35,-12,31,-65,-100,100,100,-100,-100,-100,30,66,-6,100,-100,-100
2021-12-27,100,-85,-21,66,-100,100,100,100,100,-72,100,0,-35,57,-83,-29,100,-100,-88,-58,-66,-3,26,-9,32,-43,15,88,-61,-93
2021-12-28,-42,0,6,3,-75,-100,37,35,24,-100,55,0,5,-15,11,-100,52,18,100,-67,-100,24,70,-39,-100,100,-63,-55,19,100
2021-12-29,-9,13,-6,40,90,-70,-65,-55,-100,100,-21,78,-25,68,-100,-53,27,100,34,60,-100,-64,-37,100,-100,5,100,-26,-7,100
2021-12-30,100,-13,0,-85,69,-73,51,-100,-9,-100,83,-78,-2,-100,-100,32,-100,0,-100,10,58,79,8,93,96,100,-60,67,96,0
2021-12-31,-15,0,100,74,-86,100,-20,21,57,-51,88,0,42,75,-100,32,-42,19,-41,100,100,24,-100,21,34,51,-16,100,29,100
2022-01-04,-62,0,100,24,-24,-100,-49,-100,-20,100,-100,76,41,-29,-100,-5,100,87,-3,100,100,-3,100,100,10,6,-11,-100,-100,100
2022-01-05,-96,0,-23,-3,34,79,9,-13,-23,-69,-59,4,-22,-56,-18,26,77,90,-4,-27,0,100,17,100,-100,-14,-63,46,-5,32
2022-01-06,-13,0,18,33,-51,-69,-100,-100,100,-49,44,55,21,13,-100,-19,-23,32,77,-92,-25,100,-39,-73,26,36,-85,35,-100,-11
