date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2022-11-10,-13,-100,79,54,-100,100,23,100,100,-18,-83,93,32,21,100,-59,-90,66,43,-100,100,74,55,100,0,-80,6,100,0,-2
2022-11-11,-433,-6380,-344,-5669,-9073,-8370,-23,-1485,-9679,-192,-7345,-7668,-5651,-8001,-9054,-149,-6585,-461,-929,-7439,-1615,-923,-9307,-638,0,-5935,-1664,-8315,0,-6036
2022-11-14,61,0,0,0,94,100,0,100,100,0,0,0,0,100,100,48,0,0,50,0,100,100,29,100,0,0,100,0,3,0
2022-11-15,-60,0,0,82,100,100,0,100,62,0,86,0,80,-38,100,100,46,0,100,0,100,99,13,100,0,0,100,0,-3,63
2022-11-16,-1,0,22,-34,-2,79,0,100,100,0,-12,100,37,-62,100,100,-46,36,-62,0,100,100,81,-82,0,0,100,0,0,-36
2022-11-17,62,0,100,-38,100,-67,0,88,30,72,100,43,-100,0,100,70,0,81,100,0,12,98,100,100,0,0,100,36,0,73
2022-11-18,55,0,-45,67,78,100,0,73,55,33,15,-54,-17,30,100,100,0,-14,20,0,0,-7,19,-28,0,0,43,100,0,8
2022-11-21,100,0,-51,-77,100,71,0,78,66,-15,43,-50,0,100,100,8,0,11,95,0,100,14,100,100,0,0,100,-100,64,49
2022-11-22,-100,0,38,0,100,100,0,100,89,54,-96,-39,0,100,63,17,0,12,100,0,100,-5,100,100,39,0,55,43,-64,-3
2022-11-23,100,0,-46,0,18,-100,0,100,100,45,100,100,0,-81,91,100,0,58,100,0,81,84,54,-27,-39,0,100,-65,0,-3
2022-11-24,-38,0,-18,100,47,-59,96,29,69,-100,26,100,0,93,81,-83,0,100,100,0,38,74,100,-4,0,0,100,-14,0,43
2022-11-25,40,0,100,75,80,-100,-37,100,100,-89,-20,-72,0,-49,100,10,0,100,100,0,100,100,-57,46,0,0,100,0,0,100
2022-11-28,-100,0,19,-100,100,100,-12,96,100,18,-30,42,0,-100,100,-27,0,-6,69,98,100,-35,100,-100,0,0,29,91,0,-46
2022-11-29,93,0,-22,-75,25,100,-47,100,-17,-18,-25,-27,7,-93,100,51,0,21,79,22,100,100,46,92,0,0,100,31,0,-94
2022-11-30,-51,0,58,66,15,-84,0,-98,100,100,74,100,22,0,100,-100,100,-100,77,-100,100,75,100,-82,0,0,100,-36,0,-100
2022-12-01,59,0,100,-66,100,83,0,100,89,76,-100,24,60,28,100,86,-90,-43,50,-15,100,100,15,100,0,0,100,-64,5,38
2022-12-02,-5,0,100,0,100,73,0,100,32,-59,74,100,-51,0,100,16,-10,100,28,-5,100,100,100,-61,0,0,100,-22,-5,-50
2022-12-05,-13,0,-100,98,100,-6,0,100,100,100,78,63,-38,-8,100,41,0,-99,100,0,66,48,-46,100,0,0,42,86,0,-26
2022-12-06,100,0,63,-98,100,-12,0,100,100,-51,-33,-100,0,100,48,100,0,100,-56,0,100,-27,90,100,0,0,100,64,0,-16
2022-12-07,-100,0,-43,0,100,100,0,22,-100,87,-24,98,0,-76,71,51,0,-100,5,0,100,96,99,100,0,0,28,-96,54,99
2022-12-08,-100,0,-100,0,100,41,0,100,49,50,-2,32,0,100,100,-1,0,34,64,0,62,7,100,71,0,0,100,-40,-42,14
2022-12-09,100,0,0,0,100,59,0,100,100,-14,-42,9,0,47,100,-21,0,-100,45,0,100,40,100,16,0,0,100,-14,-9,-72
2022-12-12,-5,0,15,0,98,-100,75,95,82,100,-100,-100,17,4,64,-39,0,33,100,2,100,93,100,-18,0,0,100,0,-3,22
2022-12-13,5,0,100,100,100,100,-75,100,64,91,-40,100,-17,-24,54,85,0,100,100,-2,100,30,42,100,0,0,100,100,0,-63
2022-12-14,-77,0,-100,91,81,100,0,91,100,-29,-9,-47,0,47,100,100,0,-35,-93,0,100,30,100,100,0,0,100,-91,0,0
2022-12-15,-7,0,-52,-59,-21,36,0,100,-95,-100,-63,-40,0,-44,100,-72,6,88,100,0,100,18,100,31,2,0,100,47,16,0
2022-12-16,86,0,75,-76,56,-43,0,100,100,63,4,15,0,-81,100,-100,-6,-23,-100,0,72,-21,58,-100,-2,0,100,6,-16,100
2022-12-19,-62,0,100,-56,-6,58,0,56,88,59,84,100,0,4,100,4,0,30,100,0,100,-7,100,100,23,0,100,-62,16,-100
2022-12-20,-63,0,3,0,100,55,0,100,100,8,100,15,0,-49,57,-100,0,70,100,0,100,87,100,40,1,0,100,1,-16,43
2022-12-21,63,61,65,0,-50,-19,0,100,100,51,28,100,0,-48,100,100,0,20,47,0,100,-28,100,54,-24,0,100,100,0,42
2022-12-22,-66,-61,12,0,42,27,0,100,100,35,-12,96,0,0,100,-41,59,100,100,0,100,100,76,19,0,0,100,-6,0,-85
2022-12-23,100,0,-65,0,99,63,0,100,100,86,-6,74,0,78,100,100,9,-41,53,0,100,-15,100,100,11,0,100,100,0,0
2022-12-26,100,0,-58,0,100,-100,35,63,100,-100,-66,23,0,-33,100,16,-32,-64,89,37,100,70,100,100,-11,0,80,-34,0,43
2022-12-27,83,0,-41,0,100,47,-35,-5,100,95,100,20,0,-45,100,75,-36,100,-82,-37,100,31,100,88,0,0,100,-16,0,-43
2022-12-28,100,24,-98,0,65,-100,0,100,81,47,-100,100,9,0,100,-56,0,100,32,0,100,100,72,100,0,0,100,-14,0,72
2022-12-29,100,-24,56,0,100,-58,0,91,100,100,8,51,-9,0,100,87,0,46,10,0,11,100,100,-100,0,0,100,93,0,48
2022-12-30,-27,0,-100,0,100,35,0,100,99,-46,100,-17,0,100,100,91,0,79,-59,0,100,100,41,45,0,0,100,68,0,-100
2023-01-03,-14,0,100,0,100,100,0,100,47,-100,-14,100,0,100,100,-49,0,100,-32,0,100,100,99,-20,0,0,100,100,0,-20
2023-01-04,100,0,-16,0,100,-86,0,100,100,-98,-76,-100,0,100,58,100,100,-100,-3,0,100,100,70,100,0,0,100,81,0,85
2023-01-05,69,0,-100,0,100,96,0,100,100,-93,-94,-89,0,-100,100,-61,-72,-16,3,0,100,52,-52,100,0,0,100,-100,0,-85
2023-01-06,-54,0,-71,0,66,16,0,18,74,57,-56,-100,100,91,100,29,-28,-84,-100,0,-24,100,0,98,0,0,-1,67,0,100
2023-01-09,25,0,0,100,100,100,0,100,100,30,0,-100,-60,49,100,35,0,100,100,9,98,38,100,35,0,0,49,-60,0,49
2023-01-10,100,0,30,-79,100,59,0,100,100,45,0,-46,89,-61,100,-31,0,29,100,-9,100,100,44,-85,37,0,100,19,0,-30
