account_value,date,daily_return
10020298399.112303,2019-07-10,
10030111998.949154,2019-07-11,0.000979372015280644
10020817961.799858,2019-07-12,-0.0009266134964663886
10012592625.000475,2019-07-15,-0.0008208248898182724
10028632747.442747,2019-07-16,0.001601994912109106
10032895082.456575,2019-07-17,0.0004250165621944024
10019206401.151756,2019-07-18,-0.0013643799912504972
10041865598.299168,2019-07-19,0.0022615760410731323
10036310121.306942,2019-07-22,-0.0005532315621876727
10052811483.852745,2019-07-23,0.0016441662669202106
10046934596.903389,2019-07-24,-0.0005846013285731866
10054564250.787642,2019-07-25,0.0007594011696467895
10052230181.097618,2019-07-26,-0.000232140312777962
10068120542.136118,2019-07-29,0.0015807796630422644
10047919808.638096,2019-07-30,-0.0020064056060393742
10045173739.869259,2019-07-31,-0.0002732972417311963
10058468840.004951,2019-08-01,0.0013235311284784945
10037291534.374775,2019-08-02,-0.002105420414084236
9998059682.70481,2019-08-05,-0.003908609362955007
9979843961.12091,2019-08-06,-0.001821925669778568
9982656935.439934,2019-08-07,0.00028186556122333783
10016205368.413168,2019-08-08,0.0033606717320047164
10016449118.875034,2019-08-09,2.4335609434933403e-05
10012891802.235376,2019-08-12,-0.00035514747765796884
9996033876.729218,2019-08-13,-0.0016836220583543726
9999031263.443586,2019-08-14,0.0002998575986568053
10022022278.93253,2019-08-15,0.0022993242928439628
10027253968.84683,2019-08-16,0.0005220193857780053
10022824882.7767,2019-08-19,-0.0004417047861650092
10032898851.374453,2019-08-20,0.0010051027245885358
10069173704.001467,2019-08-21,0.003615590385628753
10077316807.632042,2019-08-22,0.0008087161737351245
10075444058.234455,2019-08-23,-0.0001858380989042674
10060072439.74758,2019-08-26,-0.001525651713019327
10049563781.805511,2019-08-27,-0.0010445906831195728
10050559604.007883,2019-08-28,9.909108733396899e-05
10054098369.172304,2019-08-29,0.00035209633133370666
10069884051.051552,2019-08-30,0.0015700743417876861
10046715297.11438,2019-09-03,-0.0023007964957404425
10046230169.313896,2019-09-04,-4.828720493588179e-05
10042405458.786081,2019-09-05,-0.00038071101929337825
10039720078.033163,2019-09-06,-0.00026740413578585365
10035421065.31731,2019-09-09,-0.00042820045603253476
10023706958.980515,2019-09-10,-0.00116727601767308
10034565408.791996,2019-09-11,0.0010832768611370724
10071785400.309044,2019-09-12,0.0037091782255400663
10093108300.144403,2019-09-13,0.0021170923513427198
10113225975.798672,2019-09-16,0.0019932091339969205
10131155160.150381,2019-09-17,0.0017728452221490443
10116658271.142975,2019-09-18,-0.0014309216252483825
10124977783.029436,2019-09-19,0.0008223577058239506
10107052390.767899,2019-09-20,-0.001770412997012416
10083524666.047504,2019-09-23,-0.002327852257091756
10099633425.22535,2019-09-24,0.0015975325802579654
10109717677.74297,2019-09-25,0.000998477082587268
10117189233.712933,2019-09-26,0.0007390469455355042
10140329242.958664,2019-09-27,0.0022871974331193368
10129278094.17944,2019-09-30,-0.0010898214953817265
10139758148.5273,2019-10-01,0.0010346299361534417
10118473352.332073,2019-10-02,-0.0020991423940736054
10115382325.831648,2019-10-03,-0.0003054834847899812
10105231502.082617,2019-10-04,-0.0010035037156340687
10085957691.217402,2019-10-07,-0.001907310175055632
