date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2023-09-07,88,12,100,-28,64,100,36,12,-35,-62,49,36,-29,-77,52,-100,68,-31,-53,42,-4,-100,-90,19,14,37,-68,-56,-20,-21
2023-09-08,100,-100,100,-100,0,15,-100,63,-78,100,100,-64,47,20,-51,-100,-100,6,-15,100,5,100,85,30,100,39,-78,98,-91,-18
2023-09-11,-35,90,15,-86,-100,-51,-33,-5,31,-100,100,-100,46,100,100,48,-3,89,100,57,-100,-100,100,-100,100,9,-6,-100,88,100
2023-09-12,-96,-100,-100,23,91,11,70,100,-100,91,-20,-69,-41,-83,100,-100,33,-100,100,15,-5,32,80,14,86,-21,-54,94,85,93
2023-09-13,-61,-39,44,100,74,-17,95,-100,0,-54,-100,-3,41,100,40,-100,100,-28,-100,18,-74,2,18,14,97,-100,-61,35,60,86
2023-09-14,91,-19,65,26,22,-1,18,100,-100,-38,29,0,-46,-25,-62,-33,70,100,6,100,80,60,100,100,49,-15,14,94,-100,8
2023-09-15,-27,22,-74,-7,69,-40,-3,27,31,2,-19,0,100,100,-100,-36,100,100,-100,-100,-40,19,-100,34,-70,-58,98,100,-73,7
2023-09-18,100,-24,34,56,-67,100,-60,48,60,-11,36,69,54,-100,41,-6,0,67,4,-12,-20,76,100,83,-100,47,-90,-100,-55,100
2023-09-19,17,-100,-20,-14,-92,-79,-39,-100,-65,72,29,40,-100,16,45,29,31,-22,-68,-100,-11,78,100,100,30,20,-59,43,-15,100
2023-09-20,-100,-59,-89,100,-34,-100,-100,99,-66,-82,30,-41,-100,100,-100,4,26,-57,5,-84,-5,-64,100,43,100,-4,-100,1,-5,52
2023-09-21,-46,-4,15,16,60,100,100,-59,-100,-83,-76,99,14,-83,100,-100,42,77,39,-21,100,100,-31,-48,94,22,100,60,-47,100
2023-09-22,100,60,12,55,-24,33,3,89,-17,-19,-21,-100,100,7,100,86,-99,62,-100,82,-25,100,100,30,52,-62,-42,25,-100,-42
2023-09-25,-49,-20,31,31,-100,-100,-100,-4,-100,100,-66,25,33,-95,-71,-18,100,100,19,-69,-100,40,-10,15,-64,82,100,100,-78,-100
2023-09-26,-100,100,100,97,-82,-100,100,58,100,-100,-87,24,-18,69,-68,-12,-100,-56,-21,32,-37,-19,-6,-100,100,51,-74,-100,100,-60
2023-09-27,-40,36,100,-49,84,45,28,100,-95,-58,100,-44,-49,100,67,-21,-100,-100,100,100,31,-93,72,-68,-100,100,50,-100,36,42
2023-09-28,79,7,100,52,6,22,82,85,40,0,28,-72,-91,-46,-3,86,-1,-100,-99,-66,-65,-31,66,-80,100,20,-49,82,100,-40
2023-09-29,-36,68,-34,100,-100,82,24,100,32,78,67,56,-49,100,7,100,0,-36,-72,51,100,-100,-38,67,4,63,40,72,100,-100
2023-10-02,51,-24,100,-100,38,-69,67,-84,50,-24,100,-7,-25,95,39,100,100,1,100,36,3,-100,100,-86,-30,-9,19,-100,76,60
2023-10-03,-35,17,100,23,-82,100,-100,-42,89,31,100,41,50,-2,50,-100,100,72,-79,100,-2,-85,100,-99,-100,-65,100,-100,-100,53
2023-10-04,100,-100,91,77,-100,-100,100,100,-100,-61,2,100,-100,100,42,-39,21,-100,15,-44,100,-60,-100,-40,-100,85,-13,68,100,10
2023-10-05,100,80,-41,53,87,-58,-79,-100,17,-24,64,-52,-88,100,100,12,-100,3,-41,100,-1,-7,-100,57,15,100,-43,100,-87,100
2023-10-06,29,-100,43,100,-45,-96,47,-100,100,81,-67,-100,-100,88,100,-45,100,-100,-6,100,48,19,100,-56,-28,-8,39,9,100,100
2023-10-09,-38,-93,61,-1,-83,63,-100,-19,59,-61,-58,100,-41,78,-100,-70,-44,-44,-100,44,54,-89,37,-56,3,-100,89,59,-100,-40
2023-10-10,-58,-31,100,54,12,-15,73,100,-100,-9,-100,25,79,28,-65,-100,-100,-50,-22,0,-17,7,-28,96,-17,0,35,100,68,20
2023-10-11,69,0,37,-27,-8,-100,-26,100,-38,47,100,-2,14,100,47,100,57,-14,-56,90,-83,-100,-100,-38,-16,-100,-100,-100,100,-53
2023-10-12,36,54,9,-17,25,100,100,100,23,62,72,100,14,89,100,-1,22,-7,83,-100,100,100,100,62,-3,-72,41,-100,-100,100
2023-10-13,-59,80,-100,50,100,-3,23,-14,-100,-44,-19,100,23,-17,-71,-24,39,-71,-67,-100,8,-100,-93,81,100,49,-16,100,100,-100
2023-10-16,79,100,-100,100,100,100,-48,-16,-100,26,100,-43,-91,26,0,0,-100,-69,-16,94,-11,100,-77,99,-41,100,-46,89,100,10
