date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2023-07-19,-72,24,47,100,-100,-3,89,10,6,0,28,26,-100,-54,32,-100,0,100,0,0,0,9,-26,31,-37,54,100,100,100,-2
2023-07-20,-37,-24,98,100,12,-100,-21,-76,-17,69,-100,13,50,100,100,-54,0,-39,0,38,0,-58,-82,-100,100,-54,-8,-100,48,-20
2023-07-21,100,0,-93,27,9,23,100,-99,-62,-11,100,10,-34,-100,100,-31,0,52,46,-38,0,-31,-100,-100,-49,34,-100,-61,100,30
2023-07-24,-54,0,-75,-100,58,97,37,100,17,75,61,100,-100,-25,0,-100,100,-100,-34,100,100,-32,-28,-23,-51,100,100,100,100,-2
2023-07-25,100,0,100,-24,21,-100,13,73,-19,-100,100,100,100,0,-12,56,-81,-42,51,14,80,-35,-8,-27,100,100,70,-100,100,100
2023-07-26,-100,100,-100,-100,49,96,100,-87,100,-33,0,100,100,-14,92,-74,1,-100,100,74,-96,18,67,-98,100,79,86,42,-63,-82
2023-07-27,100,100,-100,2,6,-43,100,63,-50,0,-44,-100,43,100,-69,89,-20,87,-31,1,-42,-100,82,-65,-75,24,37,-12,34,100
2023-07-28,17,66,5,9,-16,-36,-26,-12,0,100,-10,-74,-100,-100,-86,26,100,-100,100,-50,58,49,97,100,100,100,-81,64,42,9
2023-07-31,100,-88,-100,-97,83,100,0,57,31,100,-39,-100,-100,45,-52,-30,7,75,3,-49,3,80,-22,63,-100,14,100,0,-44,35
2023-08-01,100,-100,-100,91,-7,100,100,-25,-52,100,-73,-75,100,-14,100,-99,-38,20,100,-90,100,100,28,-67,29,-52,6,100,-100,-70
2023-08-02,-29,-51,-22,-100,-35,100,-100,28,-35,-35,-95,74,-81,-65,26,-11,-43,43,100,37,-36,100,6,100,-100,-90,-60,99,71,-71
2023-08-03,-75,94,-25,70,86,100,-75,41,-100,-90,100,-74,51,-15,-1,-100,48,18,-61,-37,14,39,99,4,8,100,54,44,100,-2
2023-08-04,-36,-100,0,-66,-98,100,-54,100,-48,100,100,34,-98,50,98,100,60,83,-100,47,-100,-56,63,100,53,2,-36,-15,8,-100
2023-08-07,0,-21,78,-11,-54,100,100,100,-40,-100,-34,-34,-67,-10,100,-100,-1,100,-100,-34,-81,65,-100,-100,100,3,-88,-38,100,-44
2023-08-08,-100,0,37,100,-100,63,100,-1,-56,12,-100,0,0,-93,100,-13,-64,-19,100,75,0,-17,100,100,-100,-23,-100,-30,64,0
2023-08-09,73,0,100,-18,-55,65,6,27,83,-34,100,13,-52,-35,100,-60,27,78,-100,100,0,-80,-35,-100,59,100,70,-28,38,0
2023-08-10,100,0,-86,100,-100,-3,68,-90,39,-100,100,-13,49,-68,100,-17,4,-100,100,100,0,-9,94,-100,-47,-86,-100,-29,100,100
2023-08-11,100,100,20,52,-100,67,-100,-91,-20,100,-1,96,100,76,-11,-2,-100,-83,9,24,28,49,-72,-85,-8,100,13,100,-39,80
2023-08-14,-100,28,100,-4,37,100,-44,-100,-29,-100,76,-66,89,-6,-100,-100,0,16,100,100,100,100,-6,-22,100,100,18,37,100,-6
2023-08-15,40,-100,-24,54,-100,100,2,100,-5,51,100,-30,-91,-100,100,-100,100,-100,72,-46,100,-1,29,-94,66,100,69,48,-56,95
2023-08-16,-23,8,-6,-10,100,-100,-100,2,51,93,-52,0,100,25,100,100,-10,-82,100,-100,38,-100,-72,-100,-12,100,-39,100,100,100
2023-08-17,100,70,-37,41,27,-50,0,100,8,-17,-29,0,100,-79,-45,100,100,-18,-100,12,-8,-75,56,-25,95,100,-100,40,13,32
2023-08-18,100,100,5,-100,-100,49,-30,88,92,-18,88,0,100,-84,100,-10,-56,100,-72,5,38,-53,32,29,-4,-37,-100,30,-52,100
2023-08-21,-100,-3,-100,-46,43,-25,11,16,-53,-100,53,13,-78,-86,92,-57,35,36,100,100,23,-71,-90,59,91,100,12,-32,-80,4
2023-08-22,21,40,94,-100,-100,-8,-26,67,100,100,-60,-6,-100,89,7,-99,58,42,100,28,-100,0,-20,-100,-41,-82,-50,23,-100,-5
2023-08-23,54,7,100,-56,100,-74,-83,-100,19,-8,-100,-7,100,71,100,-72,22,-64,-100,-3,3,83,100,-90,0,85,100,-100,-11,46
2023-08-24,-51,40,100,16,100,100,42,-75,-100,65,24,0,100,70,-100,15,100,-100,63,-100,-55,-60,35,-100,82,100,53,-75,70,-32
2023-08-25,21,-26,62,100,100,-31,21,38,100,-70,56,79,-12,100,36,-78,26,-100,51,-100,85,-57,40,-100,-90,91,-26,9,-49,-100
2023-08-28,100,60,0,65,-41,13,-9,-19,100,61,-30,-79,-89,-100,70,12,-75,26,-15,100,34,-100,-47,-100,100,1,-26,53,100,88
2023-08-29,56,63,35,37,77,-80,47,-98,-13,-100,-54,0,-100,100,-23,-37,-40,40,-9,68,100,42,29,-44,80,45,-94,56,-46,-84
2023-08-30,35,-100,100,15,-46,-66,-25,-41,68,100,-29,100,41,100,62,-86,-9,5,-29,-54,8,-35,-64,-100,-74,-4,-17,-16,100,100
2023-08-31,6,100,-44,-100,-100,62,46,-92,-100,100,-51,-100,-100,64,100,32,-29,70,-100,43,-18,30,-93,14,100,100,100,-47,24,-100
2023-09-05,-58,-5,-17,100,-100,-28,100,-100,-18,32,-100,100,-11,0,68,-76,100,-100,-58,91,100,83,-3,100,98,-73,-46,-32,-100,54
2023-09-06,16,-61,-89,-10,-61,100,-22,100,-32,-100,100,100,100,68,-29,86,25,51,58,100,100,-35,-22,-27,-26,48,91,100,26,100
