account_rewards,date
-82011182.01606178,2022-04-15
-220314916.511137,2022-04-18
-78797913.28175735,2022-04-19
-68141115.89672661,2022-04-20
-27363323.785650253,2022-04-21
-398632980.18157196,2022-04-22
133070682.41730118,2022-04-25
116360999.2783413,2022-04-26
23530877.84579277,2022-04-27
73612328.95563507,2022-04-28
-122195792.49815369,2022-04-29
67298003.4744072,2022-05-04
-190970599.181612,2022-05-05
-319967955.89483833,2022-05-06
182700295.27716255,2022-05-09
71548203.37357521,2022-05-10
-439508303.8572521,2022-05-11
-324897816.46635246,2022-05-12
-134194415.96644592,2022-05-13
-9592101.44228363,2022-05-16
825803.1191539764,2022-05-17
1366871.5404453278,2022-05-18
-307793.84475135803,2022-05-19
-3893265.8254528046,2022-05-20
4391785.415668488,2022-05-23
13341766.565864563,2022-05-24
2325095.197418213,2022-05-25
13411406.644155502,2022-05-26
8570012.1005764,2022-05-27
-3365417.371160507,2022-05-30
9371863.259048462,2022-05-31
-8468441.048500061,2022-06-01
-3924541.0436992645,2022-06-02
122171.95385742188,2022-06-03
8795324.83190918,2022-06-06
11292128.29791069,2022-06-07
-1158536.0600223541,2022-06-08
-29574110.98325348,2022-06-09
-73441576.53185844,2022-06-10
3672199.1431617737,2022-06-13
-18990497.81357956,2022-06-14
43858284.96237564,2022-06-15
-6045657.862457275,2022-06-16
-63718594.619356155,2022-06-17
-15955060.151985168,2022-06-20
-2672761.126308441,2022-06-21
1575660.2683830261,2022-06-22
238352.55171966553,2022-06-23
3567420.760486603,2022-06-24
4853218.582374573,2022-06-27
-1738417.8695659637,2022-06-28
-9126979.27654457,2022-06-29
1237733.4366474152,2022-06-30
-1507869.0625038147,2022-07-01
-13102632.083536148,2022-07-04
-20887044.13468933,2022-07-05
14201330.202913284,2022-07-06
7999335.682920456,2022-07-07
-13255575.167434692,2022-07-08
15839258.469284058,2022-07-11
2377107.7312583923,2022-07-12
10948960.03733635,2022-07-13
