date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2021-01-06,0,-51,100,0,0,-100,-42,-100,0,-100,-100,84,-69,100,0,0,0,-100,100,100,-100,89,0,100,100,100,100,0,0,0
2021-01-07,0,41,100,0,0,0,100,0,0,0,0,100,-31,100,0,0,0,0,100,39,0,100,0,100,100,100,100,0,30,37
2021-01-08,0,100,100,0,0,0,-14,0,0,0,0,100,0,100,0,0,0,0,100,86,0,-47,0,100,100,100,100,0,53,-37
2021-01-11,0,100,100,0,0,0,-93,0,0,0,0,100,46,89,0,0,0,0,100,100,0,-40,0,88,100,97,100,0,-24,0
2021-01-12,0,-8,100,0,0,0,-51,0,0,0,0,76,66,100,0,0,0,0,100,52,0,-73,0,71,100,100,100,0,-59,0
2021-01-13,0,80,-84,0,3,40,0,0,0,0,0,100,28,36,0,0,0,0,100,100,54,-5,0,100,100,100,100,0,0,0
2021-01-14,0,-5,100,0,47,13,0,0,0,0,0,100,100,100,0,0,0,0,100,100,-54,0,0,100,100,90,100,0,0,0
2021-01-15,0,72,100,0,-50,-13,0,0,0,0,0,100,73,100,0,0,0,0,100,100,0,-76,0,100,100,46,100,0,65,0
2021-01-18,0,95,100,0,0,-40,0,0,0,0,0,67,100,100,0,0,0,0,100,16,0,31,0,100,100,100,100,0,-65,0
2021-01-19,0,-37,8,0,0,0,0,0,0,0,0,100,30,100,0,0,0,0,100,100,0,-79,0,-20,100,38,100,0,0,0
2021-01-20,0,-28,100,0,0,30,100,0,0,0,0,100,100,100,0,0,0,0,100,97,0,0,0,100,100,100,100,0,0,0
2021-01-21,0,-5,100,0,0,-30,-9,0,0,0,0,100,100,100,0,0,0,0,100,100,0,0,0,100,100,6,100,0,100,0
2021-01-22,0,100,100,0,0,29,15,0,0,0,0,100,100,100,0,0,0,0,100,-13,64,0,0,100,100,100,100,0,-32,3
2021-01-25,0,-9,100,0,0,100,95,0,0,0,23,32,100,100,0,0,0,0,100,-100,-64,98,0,100,100,-21,100,0,-68,-3
2021-01-26,0,22,100,0,0,-100,100,0,0,0,-23,100,41,100,0,0,0,0,100,100,0,-98,66,16,100,58,100,0,0,0
2021-01-27,0,100,79,0,0,-29,100,0,0,0,0,100,58,100,0,0,0,0,100,98,0,0,-64,100,100,-21,100,0,51,0
2021-01-28,0,46,100,0,0,0,-93,90,0,0,0,100,-7,100,0,0,0,0,100,100,0,0,-1,10,100,19,100,0,12,0
2021-01-29,0,-713,-1503,0,0,0,-308,-90,0,0,0,-1659,-935,-1625,0,0,0,0,-1700,-1175,0,0,-1,-1365,-1800,-1112,-1800,0,-63,0
2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-02,0,100,100,0,0,14,85,0,0,0,0,100,60,100,0,0,0,0,100,90,0,45,0,100,100,100,100,0,99,0
2021-02-03,0,83,100,0,0,-14,-56,0,0,0,0,100,-60,100,0,0,0,0,100,100,0,31,47,100,100,-18,100,0,51,0
2021-02-04,0,100,100,0,0,0,-27,0,0,0,0,100,0,19,0,0,0,0,100,100,0,-76,-47,55,100,67,100,0,-51,0
2021-02-05,0,-3,100,0,0,21,45,18,0,0,0,100,0,100,0,0,0,0,100,100,0,0,0,100,4,-9,65,0,-99,0
2021-02-08,0,100,100,0,0,24,-47,-18,0,0,0,100,94,100,0,0,0,0,100,100,0,0,0,46,100,100,100,0,0,0
2021-02-09,0,100,100,0,0,-45,8,0,0,0,0,100,100,100,0,0,0,0,100,100,0,23,0,46,100,100,100,0,0,0
2021-02-17,0,-63,100,0,0,0,-8,0,0,0,0,100,-28,100,0,0,0,0,100,100,0,-23,0,79,100,100,100,0,0,0
2021-02-18,0,8,100,0,0,0,0,7,0,0,0,100,91,100,0,0,0,0,100,100,0,87,0,100,100,25,100,0,0,0
2021-02-19,0,55,100,0,0,0,14,-7,0,1,0,100,-25,100,0,0,0,0,100,100,0,-87,0,100,100,58,100,0,5,0
2021-02-22,0,-15,100,0,0,0,-14,0,0,-1,0,100,100,100,0,0,0,0,100,100,0,0,0,100,100,-100,100,0,-5,0
2021-02-23,0,75,100,0,0,62,100,0,0,0,0,0,-6,100,0,0,0,0,100,-90,0,84,47,100,-100,38,100,0,0,0
2021-02-24,0,-1,100,0,0,-62,100,0,0,0,0,100,65,100,0,0,0,0,100,100,0,99,-47,1,91,100,100,0,0,0
2021-02-25,0,100,100,0,0,0,-100,0,0,0,0,100,100,100,0,0,0,0,100,100,0,42,0,100,100,100,100,0,0,0
2021-02-26,0,8,100,0,0,0,23,17,0,0,0,100,-89,100,0,0,0,0,100,9,0,20,0,100,100,53,100,0,0,64
2021-03-01,0,61,100,0,0,0,-85,-17,0,0,0,77,100,100,0,0,0,0,100,100,0,45,0,100,100,100,100,0,38,-64
2021-03-02,0,-24,100,0,0,0,100,44,0,0,0,36,20,100,0,0,0,0,100,13,0,-100,7,52,100,100,100,0,14,3
2021-03-03,0,82,100,0,0,0,96,-44,0,0,0,32,55,79,0,0,0,0,100,100,0,-19,-7,100,100,100,100,0,-27,-3
2021-03-04,0,-14,100,0,0,0,-100,0,0,0,0,100,-100,100,0,0,0,0,100,92,0,-100,0,-14,100,100,100,0,-25,0
2021-03-05,0,-91,100,0,0,0,100,0,0,26,0,100,-14,100,0,0,0,0,100,-45,0,-37,0,84,100,-7,100,0,90,0
2021-03-08,0,100,100,0,0,0,100,0,0,-26,0,100,-25,100,0,0,0,0,100,69,0,-34,0,100,100,100,100,0,-3,0
2021-03-09,0,100,100,0,0,0,100,0,0,0,0,0,-53,100,0,0,0,0,100,100,0,49,0,100,100,100,100,0,44,0
2021-03-10,0,6,100,0,0,0,67,0,0,0,0,100,-46,100,0,0,0,0,100,47,0,17,0,100,100,100,100,0,100,0
2021-03-11,0,45,41,0,0,0,5,0,0,0,0,100,27,100,0,0,0,0,100,100,0,40,78,81,100,100,100,0,89,0
2021-03-12,0,100,100,0,0,0,35,0,0,0,0,100,-1,100,0,0,0,0,100,100,0,-100,7,100,100,100,100,0,-100,0
2021-03-15,0,100,100,0,0,0,13,0,0,0,0,100,36,100,0,0,0,0,100,-52,0,1,100,100,100,2,100,0,100,0
2021-03-16,0,100,-41,0,0,43,46,0,0,0,0,0,54,100,0,0,0,0,100,-22,0,-7,43,100,100,100,100,0,43,0
