date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2020-06-11,-100,-15,-46,-29,12,11,92,-100,0,-100,100,34,-100,31,0,-100,-100,-98,-100,-75,-70,51,100,100,0,100,62,99,-85,100
2020-06-12,-852,-1131,-219,-113,-864,-494,-1198,-210,0,-421,-452,-99,-456,-317,0,-663,-477,-1005,-463,-1272,-742,-103,-409,-278,0,-1064,-62,-240,-639,-645
2020-06-15,0,0,99,0,0,0,100,79,0,100,0,100,100,3,0,0,100,100,0,28,100,27,0,100,0,100,0,9,69,0
2020-06-16,100,69,1,0,100,0,100,-79,0,-21,0,-91,-100,-3,70,9,-45,100,88,100,-100,21,0,-100,0,100,0,92,100,69
2020-06-17,-100,-69,100,73,3,27,100,0,0,73,0,-9,0,3,-41,100,65,-25,-88,100,38,-21,0,0,0,100,45,-29,-58,52
2020-06-18,0,53,20,100,-100,-27,-100,100,13,-100,0,100,0,30,-29,34,-60,81,0,-8,-38,39,0,52,38,-17,100,55,-6,-38
2020-06-19,0,50,-100,35,100,64,-61,-100,-13,78,92,100,0,28,0,-100,-15,100,0,50,0,54,0,-1,60,100,100,17,100,99
2020-06-22,0,-71,74,100,60,-64,-4,0,86,-78,81,-12,0,22,0,-15,-45,28,0,100,0,32,39,45,23,32,-100,87,100,-100
2020-06-23,100,-32,69,-84,11,2,-100,100,60,100,-100,33,100,-83,0,-28,0,98,72,-37,15,21,-33,10,100,-12,-100,-100,69,41
2020-06-24,100,0,-13,-11,26,-2,29,-47,69,34,100,39,-100,84,54,100,0,51,-72,100,-15,-100,-6,45,-15,-1,12,-46,-54,64
2020-06-25,100,0,-100,20,100,50,100,-53,100,-100,-100,-43,0,-84,45,91,100,100,0,-26,0,100,0,100,-2,67,100,-85,57,-35
2020-06-26,-100,100,-66,38,-9,14,-23,0,68,-15,-11,79,64,0,100,-6,100,100,100,78,0,50,0,-73,-100,100,100,100,100,-100
2020-06-29,-100,-68,82,-34,58,-25,0,100,0,-71,100,39,24,0,-96,46,79,-71,100,-35,82,9,0,-28,-2,-71,-100,16,-100,100
2020-06-30,-11,5,-55,100,-93,57,-100,6,-100,0,100,-100,11,0,-100,-100,-49,46,100,-36,-1,69,0,2,-45,-21,100,100,21,100
2020-07-01,10,100,55,-28,100,36,57,-91,-100,100,79,-19,100,7,-3,82,63,30,29,100,12,-100,0,58,80,100,36,-100,-100,40
2020-07-02,-99,0,20,100,12,-100,40,57,-8,0,-37,40,-93,-7,37,100,100,-73,-66,-14,26,100,100,100,-83,-41,-29,32,-65,-66
2020-07-03,38,-100,-41,16,50,-32,-26,62,-99,-96,83,78,-3,0,57,100,69,-38,-51,-60,56,-100,85,10,100,-28,-100,-100,53,40
2020-07-06,100,26,41,1,100,0,-100,41,-76,-4,100,14,-100,0,-94,100,-98,-30,-79,67,3,-100,97,100,97,-100,-26,100,-100,44
2020-07-07,-62,-63,100,-100,-67,86,6,-9,0,0,-91,100,18,0,0,-100,-1,25,89,-6,-100,-100,72,-100,-78,-94,24,100,-4,100
2020-07-08,-16,100,27,-70,-73,33,41,25,0,100,65,95,100,0,60,-100,100,-25,35,-61,91,-1,-100,-63,100,100,100,-30,-82,3
