date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2023-01-27,0,100,100,100,100,0,0,0,43,0,0,100,-4,0,100,100,100,100,0,100,0,21,0,-100,39,12,51,3,0,100
2023-01-30,0,100,100,100,100,0,0,0,100,0,0,100,100,72,100,100,100,100,0,100,0,100,0,-10,-100,100,100,94,0,100
2023-01-31,34,100,100,100,92,0,0,0,38,0,0,100,100,-72,100,100,100,100,0,100,28,-40,0,60,34,-100,100,100,0,100
2023-02-01,-34,100,-35,100,61,0,0,0,100,0,6,100,100,0,100,100,100,100,0,100,-23,-17,0,100,19,35,100,-10,0,100
2023-02-02,0,48,40,21,61,0,0,0,12,0,-6,50,100,0,100,100,100,100,0,100,-5,31,0,-100,66,66,100,100,0,100
2023-02-03,100,50,87,100,100,0,0,0,94,0,0,-43,100,0,100,100,100,100,0,100,0,-100,0,-100,-53,-2,100,34,100,100
2023-02-06,-100,100,51,100,100,0,0,0,-100,0,0,100,100,100,100,-68,100,100,0,100,0,-65,0,93,-76,87,100,100,-100,100
2023-02-07,0,37,100,100,100,0,0,0,100,0,0,100,100,58,100,65,-6,77,0,100,0,0,0,-100,20,100,100,-43,0,100
2023-02-08,97,-70,100,100,13,0,0,100,-36,0,0,70,100,-41,100,-27,100,100,0,100,0,77,0,-38,-90,16,83,50,0,100
2023-02-09,33,100,100,100,-45,0,0,-100,-43,0,0,100,100,-94,100,100,100,100,16,100,0,-12,0,0,-97,-53,100,39,0,100
2023-02-10,-4,74,-100,100,100,0,0,49,-98,0,0,100,100,-23,100,100,100,100,-16,100,0,-8,0,0,-100,-14,100,40,0,100
2023-02-13,26,100,55,100,100,0,0,-5,100,0,0,100,72,100,100,100,100,100,0,100,0,-7,0,0,18,-41,98,-37,0,100
2023-02-14,-83,27,100,100,-48,0,0,-44,100,0,0,100,100,100,100,100,100,41,0,100,78,-31,0,0,-100,-100,100,-47,0,100
2023-02-15,100,30,100,100,-16,0,0,0,71,0,0,-40,100,-100,100,100,100,51,0,100,-78,-19,0,0,-92,79,-48,100,0,100
2023-02-16,5,100,100,100,-11,0,0,31,-100,0,0,100,100,-67,100,100,100,100,0,100,47,43,0,0,92,-91,-23,-15,0,100
2023-02-17,4,63,80,100,97,0,0,-31,50,0,36,100,100,-24,100,-30,31,100,0,100,-47,54,0,0,-84,-51,100,-100,0,100
2023-02-20,9,100,100,100,96,0,0,0,-100,0,-36,100,100,-9,100,57,100,36,0,100,0,2,0,0,-72,18,42,91,0,100
2023-02-21,-100,85,100,100,100,0,0,0,-100,0,47,100,100,0,100,100,5,98,0,100,0,-62,0,0,-4,100,100,100,0,100
2023-02-22,100,93,100,100,3,0,0,0,67,0,-47,100,100,7,100,100,100,100,0,100,0,-10,0,0,0,-100,100,100,100,100
2023-02-23,-5,88,51,100,100,0,0,0,100,0,0,100,100,-7,100,7,100,100,0,100,0,-27,0,0,0,21,7,-68,-100,100
2023-02-24,-100,100,100,100,100,0,0,0,100,0,0,100,100,0,100,87,100,100,0,100,0,100,0,0,0,34,5,28,0,100
2023-02-27,40,100,58,100,100,0,0,0,-32,0,0,100,100,78,100,100,29,100,0,100,0,-86,0,0,0,-19,100,100,0,100
2023-02-28,12,100,35,100,100,0,0,0,-59,0,0,100,100,-78,100,100,100,100,0,100,0,-14,0,100,41,7,29,100,0,100
2023-03-01,-36,100,100,75,98,0,0,0,42,0,0,100,100,33,100,100,39,100,0,100,0,0,0,100,-41,-99,65,64,0,100
2023-03-02,-98,57,63,39,78,0,0,29,35,0,0,100,100,-33,100,88,100,100,0,100,35,0,0,60,0,-48,39,8,0,100
2023-03-03,24,100,-14,100,74,0,0,-16,-100,0,0,100,100,18,100,100,100,100,0,100,18,0,0,-100,100,-75,38,-72,0,100
2023-03-06,-24,-55,100,100,56,0,0,-13,93,0,0,100,100,-18,100,100,100,100,0,100,-53,3,0,-34,-100,18,100,100,0,100
2023-03-07,0,100,100,100,100,0,0,0,-3,0,0,100,100,0,100,100,100,100,0,100,100,67,0,-100,0,-92,97,81,0,100
2023-03-08,0,86,100,-18,100,0,0,0,-46,0,0,100,100,0,100,100,100,100,0,100,-69,15,0,-26,0,-94,100,100,0,100
2023-03-09,0,100,-100,100,86,0,0,0,-93,0,0,18,100,0,100,100,100,58,0,100,-31,12,0,0,0,-6,77,-32,0,100
2023-03-10,0,100,100,100,100,0,0,0,-19,0,0,100,100,0,100,100,100,100,0,100,0,-97,0,0,28,0,100,1,0,100
2023-03-13,0,100,60,100,100,0,0,0,100,0,0,100,100,0,100,100,100,100,0,100,0,0,0,52,10,100,99,-100,0,100
2023-03-14,0,100,69,100,77,0,0,12,-40,0,0,93,100,0,100,100,100,100,0,100,100,39,0,-52,83,100,100,100,0,100
2023-03-15,91,100,-100,100,65,0,0,-12,-41,0,0,82,100,0,100,68,100,100,0,100,-70,-14,0,50,-23,100,100,100,0,100
