account_rewards,date
-6196721.372649193,2023-01-12
2923610.6984004974,2023-01-13
15793139.95959282,2023-01-16
11580571.939391136,2023-01-17
7315228.619549751,2023-01-18
8576233.59564209,2023-01-19
-6125045.634809494,2023-01-27
13716959.654867172,2023-01-30
-40184051.16148472,2023-01-31
-3026400.0898656845,2023-02-01
-6787257.288107872,2023-02-02
18520686.31295967,2023-02-03
-26303198.71995163,2023-02-06
12376579.261823654,2023-02-07
-5651684.021777153,2023-02-08
-13801635.349460602,2023-02-09
-29174356.848745346,2023-02-10
5884439.57598114,2023-02-13
15484292.693106651,2023-02-14
26751021.669602394,2023-02-15
1558132.5902957916,2023-02-16
47364376.38973713,2023-02-17
-4664565.5526304245,2023-02-20
-56070373.23142719,2023-02-21
2124272.189771652,2023-02-22
-34734246.78481102,2023-02-23
-43730628.76283455,2023-02-24
-551697.8492794037,2023-02-27
29112489.852703094,2023-02-28
-1883094.1051254272,2023-03-01
-42857096.16097736,2023-03-02
15260271.376280785,2023-03-03
33810001.29231739,2023-03-06
30565049.509155273,2023-03-07
11796025.245077133,2023-03-08
-13027275.9623909,2023-03-09
-17601740.5892601,2023-03-10
-49145807.9578228,2023-03-13
67960994.07118797,2023-03-14
-36159187.13735008,2023-03-15
-15012410.243727684,2023-03-16
-73607347.81491566,2023-03-17
29087877.723222733,2023-03-20
13992402.991926193,2023-03-21
19634874.344429016,2023-03-22
6972399.786455154,2023-03-23
35687446.69769287,2023-03-24
-4850018.713209152,2023-03-27
7270730.435136795,2023-03-28
519709.4542827606,2023-03-29
17082573.70508194,2023-03-30
69890150.43457603,2023-03-31
17033792.024674416,2023-04-03
19229347.06417179,2023-04-04
-45201160.63111687,2023-04-05
-1453531.538515091,2023-04-06
-2902487.2845363617,2023-04-07
-306410.14689826965,2023-04-10
11453276.705479622,2023-04-11
-16198893.454388618,2023-04-12
-57321463.17911148,2023-04-13
8974641.260105133,2023-04-14
