account_value,date,daily_return
9263066977.823006,2022-07-15,
9262785017.950119,2022-07-18,-3.043914867095765e-05
9265853061.920414,2022-07-19,0.0003312226251985795
9282853767.755323,2022-07-20,0.0018347696344092057
9285776496.276773,2022-07-21,0.00031485237132589106
9283028292.469986,2022-07-22,-0.0002959584271589044
9278171187.393055,2022-07-25,-0.0005232242026959044
9274936088.01458,2022-07-26,-0.00034867856101539196
9285994137.46976,2022-07-27,0.0011922507443982155
9301476947.490732,2022-07-28,0.0016673292909477055
9281358206.628742,2022-07-29,-0.0021629619656712284
9324034131.718033,2022-08-01,0.00459802586423308
9334817490.787403,2022-08-02,0.0011565121831427216
9346377020.590595,2022-08-03,0.0012383241359137376
9343151169.415594,2022-08-04,-0.000345144558998034
9337460059.647743,2022-08-05,-0.0006091210197347596
9342695812.872976,2022-08-08,0.0005607256354283052
9339970817.887884,2022-08-09,-0.0002916711664033844
9344236678.852177,2022-08-10,0.0004567317229859924
9340077170.917305,2022-08-11,-0.0004451415431594441
9358795577.89607,2022-08-12,0.0020040955375668634
9372833828.76889,2022-08-15,0.0015000061445915591
9374472423.327991,2022-08-16,0.0001748238141245917
9374357926.673965,2022-08-17,-1.2213663751481363e-05
9370156560.039652,2022-08-18,-0.00044817646895678465
9356344477.55471,2022-08-19,-0.0014740503423225082
9349235215.143156,2022-08-22,-0.0007598333332647922
9372902590.475769,2022-08-23,0.0025314771516582457
9385321416.61718,2022-08-24,0.0013249712158569515
9405542202.564636,2022-08-25,0.0021545118222221493
9388277600.896008,2022-08-26,-0.0018355775027962817
9362066090.011303,2022-08-29,-0.002791940332293019
9376626877.3572,2022-08-30,0.0015552963636342731
9365385903.73258,2022-08-31,-0.0011988291495063086
9374871108.534882,2022-09-05,0.0010127938026045502
9366154533.404919,2022-09-06,-0.0009297807968823291
9271449338.50874,2022-09-07,-0.010111427753877855
9255280352.386122,2022-09-08,-0.0017439545352915253
9297741006.428976,2022-09-09,0.004587722081471846
9284476028.444654,2022-09-12,-0.001426688264939746
9276648470.26315,2022-09-13,-0.0008430802295706918
9274186929.805729,2022-09-14,-0.0002653480365577554
9284096633.575281,2022-09-15,0.0010685253429283392
9244558556.84711,2022-09-16,-0.004258688625146778
9197605844.19698,2022-09-19,-0.00507895670316838
9235701618.747435,2022-09-20,0.004141922930355868
9207921736.277428,2022-09-21,-0.0030078800308595
9207776991.199795,2022-09-22,-1.5719625098720158e-05
9168924744.536167,2022-09-23,-0.004219503437231431
9063470195.425978,2022-09-26,-0.011501299448774538
9028296560.25862,2022-09-27,-0.0038808132435972365
8966159447.907751,2022-09-28,-0.006882484634409103
8908598071.985785,2022-09-29,-0.006419847456025196
8925939503.401628,2022-09-30,0.0019465948823502721
8751857930.58345,2022-10-03,-0.019502885130672998
8698303249.061441,2022-10-04,-0.006119235703639703
8787213988.909977,2022-10-05,0.010221618780436259
8661690443.778673,2022-10-06,-0.014284794394414768
8518950042.064947,2022-10-07,-0.016479508548617128
8540829415.404108,2022-10-10,0.0025683180710209808
8409293733.117138,2022-10-11,-0.015400808971753333
8518705721.596239,2022-10-12,0.01301084157022836
8560607341.126738,2022-10-13,0.00491877767584703
