account_value,date,daily_return
8243787778.310698,2023-04-18,
8209970678.909887,2023-04-19,-0.004102131242362028
8206791212.041164,2023-04-20,-0.00038726896758478624
8184174985.341879,2023-04-21,-0.002755794087475061
8164313893.196447,2023-04-24,-0.0024267677781820707
8144572245.091942,2023-04-25,-0.0024180412907638393
8175461566.303294,2023-04-26,0.003792626583914993
8172833325.182827,2023-04-27,-0.00032147923382086496
8221275300.145126,2023-04-28,0.005927194772593181
8206584863.632856,2023-05-04,-0.001786880499186183
8205982486.643227,2023-05-05,-7.34016645949076e-05
8264577340.396067,2023-05-08,0.00714050436351954
8277917109.382198,2023-05-09,0.0016140896789638148
8298135667.069166,2023-05-10,0.0024424692129438874
8300844559.686574,2023-05-11,0.0003264459302778633
8349875543.896328,2023-05-12,0.005906746459013901
8325043755.065383,2023-05-15,-0.0029739112517787047
8341691366.932065,2023-05-16,0.0019997026269744644
8297888876.75212,2023-05-17,-0.005251032225141561
8329760932.178007,2023-05-18,0.0038409836404511566
8345049628.251509,2023-05-19,0.0018354303560430552
8369092589.120319,2023-05-22,0.0028811045997156892
8365711313.983645,2023-05-23,-0.0004040193247556445
8332120346.4452095,2023-05-24,-0.004015315168990785
8341396336.257505,2023-05-25,0.0011132808248808246
8344904689.540472,2023-05-26,0.0004205954424820746
8403210180.771345,2023-05-29,0.0069869571193488245
8421917248.267618,2023-05-30,0.0022261810776884605
8414290039.025787,2023-05-31,-0.000905638112675522
8438985083.5547085,2023-06-01,0.0029348934270609917
8475436190.808635,2023-06-02,0.004319370978029147
8509498841.904102,2023-06-05,0.004018985020783683
8560988829.2532625,2023-06-06,0.006050883642595206
8577063340.63279,2023-06-07,0.00187764657799816
8524380779.523685,2023-06-08,-0.006142260936738864
8554795770.200695,2023-06-09,0.0035680000065305695
8579628704.096695,2023-06-12,0.0029028085021622907
8624770390.707905,2023-06-13,0.005261496524861853
8592018855.621304,2023-06-14,-0.0037973805217917933
8587937922.748277,2023-06-15,-0.00047496786745959696
8610867009.290821,2023-06-16,0.0026699175924185248
8570519093.811716,2023-06-19,-0.004685697205121242
8608204470.029325,2023-06-20,0.004397093782197992
8657656795.22262,2023-06-21,0.005744789795069316
8694106910.779915,2023-06-22,0.004210159448386541
8694257547.348978,2023-06-23,1.7326284414087567e-05
8707994388.174694,2023-06-26,0.0015799900970157044
8731027018.008013,2023-06-27,0.0026449982403062844
8752535392.038277,2023-06-28,0.0024634414698181395
8682459686.5514,2023-06-29,-0.008006332148124962
8671882027.041233,2023-06-30,-0.001218279138865519
8671087470.641966,2023-07-03,-9.162444747168319e-05
8715742041.884327,2023-07-04,0.0051498236401776865
8733783900.492386,2023-07-05,0.0020700312746013694
8698881545.566584,2023-07-06,-0.003996246681101656
8786754937.119297,2023-07-07,0.010101688486320315
8801572907.190588,2023-07-10,0.0016863984687558453
8803477233.264788,2023-07-11,0.00021636201782104791
8822022977.111094,2023-07-12,0.002106638474196121
8871518115.241295,2023-07-13,0.0056104068487032865
8925518871.75431,2023-07-14,0.006086980357988825
8968213503.692905,2023-07-17,0.004783434168035505
8941619258.224716,2023-07-18,-0.0029653894231262967
