account_value,date,daily_return
8586741430.516737,2022-10-14,
8569351092.4698925,2022-10-17,-0.0020252546542324223
8651449959.256598,2022-10-18,0.009580523180903189
8625568317.257927,2022-10-19,-0.0029915958735886594
8642081032.928413,2022-10-20,0.0019143916160802021
8464693089.622517,2022-10-21,-0.020526068041945678
8329071776.525842,2022-10-24,-0.016022000048996787
8391193191.619543,2022-10-25,0.0074583839304616095
8400428962.696964,2022-10-26,0.0011006505113773102
8558483912.664467,2022-10-27,0.018815104641603853
8529106693.170248,2022-10-28,-0.003432526110231704
8516129037.369488,2022-10-31,-0.0015215726883980318
8535983951.060951,2022-11-01,0.002331448197219421
8469903393.721573,2022-11-02,-0.007741410681912697
8501783701.475208,2022-11-03,0.0037639517561991465
8405762786.610537,2022-11-04,-0.011294208161048647
8320024012.750199,2022-11-07,-0.010199999219215439
8341848167.295362,2022-11-08,0.002623087927597023
8334817158.156003,2022-11-09,-0.0008428598792921127
8173780968.10867,2022-11-10,-0.01932090254550467
8215430139.135107,2022-11-11,0.005095459639662181
8210265669.803386,2022-11-14,-0.0006286304240017415
8208573963.524915,2022-11-15,-0.00020604769035581505
8210300958.085726,2022-11-16,0.00021038910881299167
8212000339.289003,2022-11-17,0.00020698159689302997
8213536844.207969,2022-11-18,0.00018710482896766578
8212902015.771042,2022-11-21,-7.729050821447814e-05
8213975311.455059,2022-11-22,0.00013068409704097839
8211416467.010926,2022-11-23,-0.0003115232694410608
8211135974.06755,2022-11-24,-3.415889871172251e-05
8216358477.999389,2022-11-25,0.0006360269697558429
8222812072.954523,2022-11-28,0.0007854568386245209
8229456764.466368,2022-11-29,0.0008080801863026288
8235683951.248926,2022-11-30,0.000756694756505194
8234961383.768303,2022-12-01,-8.773618377055925e-05
8248843185.099541,2022-12-02,0.001685715413140887
8258981113.174181,2022-12-05,0.0012290120986846453
8245770856.204254,2022-12-06,-0.0015995020195475051
8243022455.4257,2022-12-07,-0.00033331035102512896
8249973061.16709,2022-12-08,0.0008432108221196888
8253664322.635064,2022-12-09,0.00044742709347112
8244308718.312544,2022-12-12,-0.001133509185352155
8249974746.273035,2022-12-13,0.0006872653795588768
8251650017.853995,2022-12-14,0.00020306384352464235
8254230930.772615,2022-12-15,0.00031277537377816245
8255493241.1702585,2022-12-16,0.00015292889285878353
8245917627.499264,2022-12-19,-0.0011599081231441488
8236198695.947297,2022-12-20,-0.0011786355371238288
8231617915.477481,2022-12-21,-0.0005561765371286942
8237772988.461456,2022-12-22,0.0007477355056049184
8234172758.15467,2022-12-23,-0.0004370392716368521
8206674645.8558655,2022-12-26,-0.003339511218242497
8226045394.8002,2022-12-27,0.002360365163753153
8232084592.504135,2022-12-28,0.0007341556500226609
8229414757.718275,2022-12-29,-0.0003243206208414229
8223770737.280307,2022-12-30,-0.0006858349717608903
8247826019.030613,2023-01-03,0.0029250914840388553
8248461487.627539,2023-01-04,7.704679941844539e-05
8256598655.719573,2023-01-05,0.0009865073752528541
8252384272.567733,2023-01-06,-0.000510426063754621
8252573783.42201,2023-01-09,2.296437587223643e-05
8249970789.148498,2023-01-10,-0.0003154160558663799
8252394430.185101,2023-01-11,0.00029377571127775504
