account_value,date,daily_return
10522248436.568876,2021-07-13,
10519340421.387594,2021-07-14,-0.0002763682304987025
10521149084.970114,2021-07-15,0.00017193697609041436
10527131601.707222,2021-07-16,0.00056861818883025
10513295799.013483,2021-07-19,-0.0013142993948603854
10521542996.082788,2021-07-20,0.0007844540120405252
10520246695.114922,2021-07-21,-0.0001232044547410105
10532304941.661629,2021-07-22,0.0011461942762527322
10519066395.019024,2021-07-23,-0.0012569467667270517
10527168745.862179,2021-07-26,0.0007702537980929236
10535395686.2705,2021-07-27,0.0007814960134988613
10533894200.385586,2021-07-28,-0.00014251822424393712
10545356777.32253,2021-07-29,0.0010881613882665064
10564892346.312937,2021-07-30,0.0018525280275407674
10570500424.75549,2021-08-02,0.0005308221095607912
10589480238.2472,2021-08-03,0.0017955454074114474
10586964887.255009,2021-08-04,-0.00023753299837192543
10590120337.171055,2021-08-05,0.0002980504752447821
10586379061.914192,2021-08-06,-0.0003532797680996236
10608984760.540123,2021-08-09,0.0021353569991893195
10608572208.82556,2021-08-10,-3.888701170517983e-05
10589400064.171535,2021-08-11,-0.0018072313857725453
10578838904.54231,2021-08-12,-0.0009973331411812225
10581826957.714418,2021-08-13,0.0002824556833760372
10592861211.707424,2021-08-16,0.0010427550967426757
10591144548.378456,2021-08-17,-0.00016205851229988966
10597858521.957258,2021-08-18,0.0006339233260517219
10623053031.939539,2021-08-19,0.0023773208455351025
10566649963.650545,2021-08-20,-0.0053094970080080905
10509322710.12431,2021-08-23,-0.005425300707740166
10519788815.411892,2021-08-24,0.000995887706207732
10544236448.68116,2021-08-25,0.0023239661649339105
10530848020.72971,2021-08-26,-0.0012697389722443608
10564560020.597916,2021-08-27,0.0032012616459609067
10563383464.067007,2021-08-30,-0.0001113682471030053
10583513448.33083,2021-08-31,0.0019056379362065723
10570469163.004099,2021-09-01,-0.001232509921248126
10581737729.59088,2021-09-06,0.001066042236443021
10543881931.36373,2021-09-07,-0.0035774651758084808
10537895161.793964,2021-09-08,-0.000567795581241981
10552640201.956972,2021-09-09,0.0013992395954427472
10543306265.468544,2021-09-10,-0.0008845119619161901
10544660235.297464,2021-09-13,0.0001284198518785029
10557591255.488533,2021-09-14,0.0012263098006499717
10611330149.74938,2021-09-15,0.005090071490777781
10620980728.641888,2021-09-16,0.0009094598656640418
10609130041.026936,2021-09-17,-0.0011157809168219623
10592267495.701645,2021-09-20,-0.0015894371414132413
10586293787.618246,2021-09-21,-0.0005639687711647134
10612789609.222744,2021-09-22,0.0025028420839299237
10602203178.990206,2021-09-23,-0.0009975162631452594
10578433780.542292,2021-09-24,-0.002241930101378964
10500203239.429361,2021-09-27,-0.0073952857990022824
10548956771.547459,2021-09-28,0.004643103662510306
10570276169.391684,2021-09-29,0.0020209958487769075
10596112769.578484,2021-09-30,0.0024442691726083154
10586776447.95171,2021-10-01,-0.0008811081789897868
10612036403.142292,2021-10-04,0.002385991176329094
10632930267.267944,2021-10-05,0.0019688835706843655
10654406151.3498,2021-10-06,0.002019752179506673
10664552099.778889,2021-10-07,0.0009522772348793396
10717566072.630089,2021-10-08,0.004971045418053599
10770390490.763262,2021-10-11,0.0049287700001283685
