date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2020-10-08,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-09,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-12,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-13,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-14,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-15,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-16,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-19,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-20,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-21,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-22,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-23,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-26,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-27,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-28,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-29,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-10-30,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-02,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-03,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-04,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-05,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-06,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-09,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-10,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-11,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-12,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-13,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-16,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-17,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
2020-11-18,0,100,100,0,-100,100,100,100,0,100,100,100,100,-100,0,-100,0,100,-100,0,100,100,0,-100,100,-100,100,-100,0,0
